,data,horas,minutos,segundos,temperatura,umidade,temperatura_ponto_orvalho,temperatura_maxima,temperatura_minima,temperatura_maxima_ponto_orvalho,temperatura_minima_ponto_orvalho,umidade_maxima,umidade_minima,vento_velocidade,vento_direcao,precipitacao,vento_rajada_maxima,pressao_atmosferica,pressao_atmosferica_maxima,pressao_atmosferica_minima
0,2015-01-04 00:00:00,00,00,00,22.2,83.0,19.1,22.3,22.2,19.3,19.1,83.0,82.0,0.8,88.0,0.0,3.7,927.6,928.2,927.6
1,2015-01-04 00:00:00,01,00,00,22.2,82.0,18.9,22.3,22.2,19.3,18.9,83.0,82.0,0.8,88.0,0.0,3.7,927.1,927.6,927.1
2,2015-01-04 00:00:00,02,00,00,22.2,82.0,19.0,22.2,22.1,19.0,18.9,82.0,82.0,0.8,88.0,0.0,3.7,926.7,927.1,926.7
3,2015-01-04 00:00:00,03,00,00,21.9,83.0,18.9,22.2,21.9,19.0,18.8,83.0,82.0,0.8,88.0,0.0,3.7,926.3,926.8,926.3
4,2015-01-04 00:00:00,04,00,00,21.7,84.0,18.9,21.9,21.7,19.0,18.8,84.0,83.0,0.8,88.0,0.0,3.7,926.5,926.5,926.1
5,2015-01-04 00:00:00,05,00,00,21.8,84.0,19.0,22.0,21.7,19.2,18.9,85.0,84.0,0.8,88.0,0.0,3.7,927.0,927.0,926.5
6,2015-01-04 00:00:00,06,00,00,21.6,86.0,19.2,21.8,21.5,19.3,19.0,86.0,84.0,0.8,88.0,0.0,3.7,927.5,927.5,927.0
7,2015-01-04 00:00:00,07,00,00,22.3,84.0,19.6,22.3,21.6,19.6,19.2,86.0,84.0,0.8,88.0,0.0,3.7,928.3,928.3,927.5
8,2015-01-04 00:00:00,08,00,00,22.5,82.0,19.4,22.7,22.3,19.6,19.1,84.0,82.0,0.8,88.0,0.0,3.7,929.0,929.0,928.3
9,2015-01-04 00:00:00,09,00,00,23.5,78.0,19.4,23.5,22.5,19.8,18.9,83.0,77.0,0.8,88.0,0.0,3.7,929.1,929.2,929.0
10,2015-01-04 00:00:00,10,00,00,25.1,68.0,18.7,25.7,23.4,19.7,18.1,78.0,65.0,0.8,88.0,0.0,3.7,929.3,929.4,929.1
11,2015-01-04 00:00:00,11,00,00,24.2,70.0,18.4,25.6,24.2,18.8,17.8,70.0,63.0,0.8,88.0,0.0,3.7,928.8,929.3,928.8
12,2015-01-04 00:00:00,12,00,00,26.2,60.0,17.8,26.6,23.9,18.7,17.3,72.0,59.0,0.8,88.0,0.0,3.7,928.3,928.8,928.2
13,2015-01-04 00:00:00,13,00,00,27.2,50.0,15.8,27.3,25.9,18.1,15.7,62.0,50.0,0.8,88.0,0.0,3.7,927.6,928.3,927.6
14,2015-01-04 00:00:00,14,00,00,27.4,49.0,15.6,28.9,26.9,16.6,15.2,51.0,46.0,0.8,88.0,0.0,3.7,927.3,927.6,927.3
15,2015-01-04 00:00:00,15,00,00,26.9,53.0,16.6,27.6,26.6,16.9,14.9,54.0,47.0,0.8,88.0,0.0,3.7,926.9,927.4,926.9
16,2015-01-04 00:00:00,16,00,00,24.8,61.0,16.7,26.9,24.7,16.8,15.6,61.0,51.0,0.8,88.0,0.0,3.7,926.6,927.0,926.6
17,2015-01-04 00:00:00,17,00,00,24.4,60.0,16.2,24.9,24.2,16.8,16.2,62.0,59.0,0.8,88.0,0.0,3.7,926.6,926.7,926.6
18,2015-01-04 00:00:00,18,00,00,24.2,56.0,14.9,24.4,24.1,16.2,14.7,60.0,56.0,0.8,88.0,0.0,3.7,926.5,926.7,926.4
19,2015-01-04 00:00:00,19,00,00,23.9,57.0,14.8,24.4,23.9,15.0,13.8,57.0,52.0,0.8,88.0,0.0,3.7,927.3,927.3,926.5
20,2015-01-04 00:00:00,20,00,00,22.9,66.0,16.4,23.9,22.9,16.4,14.8,66.0,57.0,0.8,88.0,0.0,3.7,928.1,928.1,927.3
21,2015-01-04 00:00:00,21,00,00,22.2,71.0,16.7,22.9,22.2,17.2,16.4,74.0,66.0,0.8,88.0,0.0,3.7,928.2,928.2,927.9
22,2015-01-04 00:00:00,22,00,00,21.8,75.0,17.1,22.2,21.8,17.1,16.7,75.0,71.0,0.8,88.0,0.0,3.7,928.7,928.7,928.2
23,2015-01-04 00:00:00,23,00,00,21.8,76.0,17.4,21.9,21.8,17.4,17.1,76.0,74.0,0.8,88.0,0.0,3.7,928.3,928.7,928.3
24,2015-01-13 00:00:00,00,00,00,22.6,66.0,15.9,23.2,22.6,16.5,15.9,66.0,64.0,2.9,100.0,0.0,4.6,927.4,927.4,927.1
25,2015-01-13 00:00:00,01,00,00,22.2,67.0,15.8,22.6,22.2,16.1,15.8,68.0,66.0,2.9,100.0,0.0,4.6,926.4,927.4,926.4
26,2015-01-13 00:00:00,02,00,00,22.0,66.0,15.3,22.3,22.0,15.8,15.2,67.0,65.0,2.9,100.0,0.0,4.6,926.2,926.4,926.1
27,2015-01-13 00:00:00,03,00,00,21.8,67.0,15.4,22.0,21.5,15.6,15.3,68.0,66.0,2.9,100.0,0.0,4.6,925.7,926.2,925.7
28,2015-01-13 00:00:00,04,00,00,21.7,67.0,15.3,22.0,21.7,15.5,15.3,67.0,66.0,2.9,100.0,0.0,4.6,925.1,925.7,924.9
29,2015-01-13 00:00:00,05,00,00,21.6,67.0,15.3,22.0,21.5,15.4,15.1,67.0,65.0,2.9,100.0,0.0,4.6,925.6,925.6,925.0
30,2015-01-13 00:00:00,06,00,00,22.3,66.0,15.7,22.3,21.4,15.9,15.3,69.0,66.0,2.9,100.0,0.0,4.6,926.7,926.7,925.5
31,2015-01-13 00:00:00,07,00,00,24.4,57.0,15.4,24.7,22.3,16.1,15.1,67.0,56.0,2.9,100.0,0.0,4.6,927.6,927.6,926.7
32,2015-01-13 00:00:00,08,00,00,26.4,51.0,15.4,26.4,24.4,15.8,14.8,57.0,50.0,2.9,100.0,0.0,4.6,928.2,928.2,927.6
33,2015-01-13 00:00:00,09,00,00,27.2,46.0,14.7,28.1,26.2,16.3,14.3,52.0,45.0,2.9,100.0,0.0,4.6,928.6,928.7,928.2
34,2015-01-13 00:00:00,10,00,00,29.1,40.0,14.2,29.4,27.2,16.2,13.5,49.0,40.0,2.9,100.0,0.0,4.6,928.2,928.6,928.2
35,2015-01-13 00:00:00,11,00,00,30.5,38.0,14.5,31.1,28.9,15.5,13.6,41.0,35.0,2.9,100.0,0.0,4.6,927.5,928.2,927.5
36,2015-01-13 00:00:00,12,00,00,31.4,33.0,13.1,32.2,30.5,15.4,12.9,38.0,32.0,2.9,100.0,0.0,4.6,926.4,927.5,926.4
37,2015-01-13 00:00:00,13,00,00,32.6,31.0,13.3,32.9,31.4,15.8,11.9,38.0,29.0,2.9,100.0,0.0,4.6,925.7,926.4,925.7
38,2015-01-13 00:00:00,14,00,00,33.6,28.0,12.3,33.9,32.0,13.8,11.6,33.0,27.0,2.9,100.0,0.0,4.6,924.9,925.7,924.9
39,2015-01-13 00:00:00,15,00,00,34.1,27.0,12.6,34.5,33.1,13.3,11.6,30.0,26.0,2.9,100.0,0.0,4.6,924.1,924.9,924.1
40,2015-01-13 00:00:00,16,00,00,33.8,28.0,12.5,35.0,33.4,13.5,11.3,29.0,25.0,2.9,100.0,0.0,4.6,923.4,924.1,923.4
41,2015-01-13 00:00:00,17,00,00,30.1,57.0,20.5,34.2,30.0,20.6,11.6,57.0,26.0,2.9,100.0,0.0,4.6,923.4,923.4,923.3
42,2015-01-13 00:00:00,18,00,00,28.2,64.0,20.7,30.1,28.2,21.1,20.5,64.0,57.0,2.9,100.0,0.0,4.6,924.5,924.5,923.3
43,2015-01-13 00:00:00,19,00,00,26.7,72.0,21.2,28.2,26.7,21.4,20.6,72.0,64.0,2.9,100.0,0.0,4.6,925.3,925.3,924.5
44,2015-01-13 00:00:00,20,00,00,21.3,67.0,15.0,26.7,21.3,21.5,12.7,74.0,48.0,2.9,100.0,0.0,4.6,926.3,926.6,925.3
45,2015-01-13 00:00:00,21,00,00,23.1,64.0,15.8,23.8,21.2,16.0,14.8,70.0,58.0,2.9,100.0,0.0,4.6,926.0,926.5,926.0
46,2015-01-13 00:00:00,22,00,00,22.8,67.0,16.3,23.2,22.7,16.5,15.9,67.0,64.0,2.9,100.0,0.0,4.6,926.3,926.4,926.0
47,2015-01-13 00:00:00,23,00,00,23.9,63.0,16.4,24.1,22.8,16.7,16.3,67.0,62.0,2.9,100.0,0.0,4.6,926.8,927.0,926.3
48,2015-01-16 00:00:00,00,00,00,23.6,75.0,18.9,23.8,23.5,19.3,18.9,76.0,75.0,2.3,134.0,0.0,6.0,928.6,928.8,928.6
49,2015-01-16 00:00:00,01,00,00,23.4,75.0,18.8,23.6,23.4,19.0,18.7,76.0,75.0,2.3,134.0,0.0,6.0,928.2,928.6,928.1
50,2015-01-16 00:00:00,02,00,00,23.0,79.0,19.2,23.4,23.0,19.2,18.6,79.0,75.0,2.3,134.0,0.0,6.0,927.7,928.2,927.7
51,2015-01-16 00:00:00,03,00,00,22.8,80.0,19.1,23.0,22.8,19.3,19.1,80.0,79.0,2.3,134.0,0.0,6.0,927.7,927.8,927.7
52,2015-01-16 00:00:00,04,00,00,22.6,82.0,19.3,22.9,22.6,19.4,19.1,82.0,80.0,2.3,134.0,0.0,6.0,927.7,927.8,927.6
53,2015-01-16 00:00:00,05,00,00,22.5,82.0,19.3,22.7,22.4,19.5,19.3,83.0,82.0,2.3,134.0,0.0,6.0,928.0,928.0,927.7
54,2015-01-16 00:00:00,06,00,00,22.7,81.0,19.4,22.7,22.3,19.4,19.2,82.0,81.0,2.3,134.0,0.0,6.0,928.4,928.4,928.0
55,2015-01-16 00:00:00,07,00,00,23.8,75.0,19.1,24.4,22.7,19.9,19.1,81.0,74.0,2.3,134.0,0.0,6.0,928.8,928.9,928.4
56,2015-01-16 00:00:00,08,00,00,25.5,67.0,18.9,26.2,23.8,19.9,18.8,76.0,66.0,2.3,134.0,0.0,6.0,929.2,929.2,928.8
57,2015-01-16 00:00:00,09,00,00,27.6,58.0,18.6,27.7,25.5,19.8,18.5,68.0,58.0,2.3,134.0,0.0,6.0,929.2,929.3,929.2
58,2015-01-16 00:00:00,10,00,00,29.5,54.0,19.3,29.8,27.3,19.6,17.8,59.0,52.0,2.3,134.0,0.0,6.0,928.9,929.3,928.8
59,2015-01-16 00:00:00,11,00,00,30.7,46.0,17.8,30.8,28.8,19.6,17.3,55.0,46.0,2.3,134.0,0.0,6.0,928.5,928.9,928.4
60,2015-01-16 00:00:00,12,00,00,31.6,41.0,16.7,31.9,29.9,18.6,16.6,48.0,40.0,2.3,134.0,0.0,6.0,927.7,928.5,927.6
61,2015-01-16 00:00:00,13,00,00,31.1,39.0,15.4,32.1,30.9,17.4,15.2,43.0,38.0,2.3,134.0,0.0,6.0,927.1,927.7,927.1
62,2015-01-16 00:00:00,14,00,00,32.1,41.0,17.2,33.1,31.0,18.3,15.1,43.0,36.0,2.3,134.0,0.0,6.0,926.5,927.1,926.5
63,2015-01-16 00:00:00,15,00,00,29.7,56.0,20.0,33.3,29.7,20.0,14.8,56.0,34.0,2.3,134.0,0.0,6.0,926.0,926.5,926.0
64,2015-01-16 00:00:00,16,00,00,28.0,68.0,21.6,29.6,27.9,21.7,19.8,69.0,56.0,2.3,134.0,0.0,6.0,925.7,926.2,925.7
65,2015-01-16 00:00:00,17,00,00,27.7,68.0,21.4,28.3,27.5,21.9,21.4,70.0,68.0,2.3,134.0,0.0,6.0,925.7,925.9,925.6
66,2015-01-16 00:00:00,18,00,00,26.5,72.0,20.9,28.1,26.5,21.6,20.6,72.0,66.0,2.3,134.0,0.0,6.0,925.9,925.9,925.5
67,2015-01-16 00:00:00,19,00,00,25.3,75.0,20.7,26.5,25.3,21.1,20.7,76.0,72.0,2.3,134.0,0.0,6.0,925.9,925.9,925.7
68,2015-01-16 00:00:00,20,00,00,24.5,78.0,20.5,25.3,24.5,20.7,20.4,78.0,75.0,2.3,134.0,0.0,6.0,926.4,926.4,925.8
69,2015-01-16 00:00:00,21,00,00,24.3,77.0,20.1,24.6,24.3,20.5,20.1,79.0,77.0,2.3,134.0,0.0,6.0,926.8,926.9,926.4
70,2015-01-16 00:00:00,22,00,00,23.9,78.0,19.8,24.3,23.9,20.0,19.7,78.0,77.0,2.3,134.0,0.0,6.0,927.2,927.2,926.8
71,2015-01-16 00:00:00,23,00,00,23.2,81.0,19.8,23.9,23.2,19.8,19.7,81.0,78.0,2.3,134.0,0.0,6.0,927.2,927.3,927.1
72,2015-01-17 00:00:00,00,00,00,23.3,78.0,19.3,23.3,23.1,19.8,19.3,81.0,78.0,1.3,103.0,0.0,2.6,927.0,927.2,927.0
73,2015-01-17 00:00:00,01,00,00,23.1,77.0,18.8,23.4,23.1,19.2,18.8,78.0,76.0,1.3,103.0,0.0,2.6,926.6,926.9,926.5
74,2015-01-17 00:00:00,02,00,00,23.0,77.0,18.6,23.1,22.9,18.9,18.5,77.0,76.0,1.3,103.0,0.0,2.6,926.2,926.6,926.2
75,2015-01-17 00:00:00,03,00,00,22.4,81.0,18.9,23.0,22.3,19.0,18.5,81.0,77.0,1.3,103.0,0.0,2.6,926.0,926.3,926.0
76,2015-01-17 00:00:00,04,00,00,22.4,81.0,19.0,22.5,22.3,19.1,18.9,82.0,81.0,1.3,103.0,0.0,2.6,925.8,926.0,925.7
77,2015-01-17 00:00:00,05,00,00,22.1,81.0,18.8,22.5,22.1,19.0,18.7,81.0,81.0,1.3,103.0,0.0,2.6,926.4,926.4,925.8
78,2015-01-17 00:00:00,06,00,00,22.8,80.0,19.2,22.8,22.1,19.2,18.8,81.0,80.0,1.3,103.0,0.0,2.6,926.9,926.9,926.4
79,2015-01-17 00:00:00,07,00,00,24.0,73.0,18.8,24.2,22.8,19.4,18.3,80.0,71.0,1.3,103.0,0.0,2.6,927.0,927.0,926.9
80,2015-01-17 00:00:00,08,00,00,26.3,60.0,17.8,26.4,23.8,19.3,17.5,73.0,59.0,1.3,103.0,0.0,2.6,927.2,927.2,927.0
81,2015-01-17 00:00:00,09,00,00,28.3,50.0,16.9,28.6,26.3,18.5,16.8,60.0,50.0,1.3,103.0,0.0,2.6,927.1,927.3,927.1
82,2015-01-17 00:00:00,10,00,00,30.3,40.0,15.2,30.9,28.3,17.7,14.8,51.0,39.0,1.3,103.0,0.0,2.6,927.1,927.2,927.1
83,2015-01-17 00:00:00,11,00,00,31.7,35.0,14.6,31.9,30.2,16.9,14.1,43.0,35.0,1.3,103.0,0.0,2.6,926.5,927.1,926.5
84,2015-01-17 00:00:00,12,00,00,33.2,34.0,15.2,33.5,31.6,16.0,13.9,38.0,31.0,1.3,103.0,0.0,2.6,925.9,926.5,925.9
85,2015-01-17 00:00:00,13,00,00,32.8,30.0,13.0,33.5,31.8,15.1,12.6,34.0,28.0,1.3,103.0,0.0,2.6,925.4,925.9,925.3
86,2015-01-17 00:00:00,14,00,00,33.7,28.0,12.8,34.4,32.5,13.9,11.9,31.0,26.0,1.3,103.0,0.0,2.6,924.8,925.4,924.8
87,2015-01-17 00:00:00,15,00,00,34.7,25.0,11.9,35.3,33.3,13.4,11.4,30.0,24.0,1.3,103.0,0.0,2.6,924.0,924.8,924.0
88,2015-01-17 00:00:00,16,00,00,34.3,24.0,11.1,35.6,34.1,12.3,10.3,26.0,22.0,1.3,103.0,0.0,2.6,923.3,924.0,923.3
89,2015-01-17 00:00:00,17,00,00,34.9,23.0,10.9,35.5,33.5,12.1,10.4,25.0,23.0,1.3,103.0,0.0,2.6,922.8,923.3,922.8
90,2015-01-17 00:00:00,18,00,00,31.2,44.0,17.3,34.9,31.2,17.3,10.0,44.0,23.0,1.3,103.0,0.0,2.6,923.2,923.2,922.8
91,2015-01-17 00:00:00,19,00,00,30.0,42.0,15.7,31.2,30.0,17.8,15.7,46.0,42.0,1.3,103.0,0.0,2.6,924.3,924.3,923.2
92,2015-01-17 00:00:00,20,00,00,29.1,49.0,17.3,30.0,29.0,17.3,15.8,49.0,42.0,1.3,103.0,0.0,2.6,924.8,924.8,924.2
93,2015-01-17 00:00:00,21,00,00,28.6,51.0,17.5,29.1,28.5,18.0,17.3,52.0,49.0,1.3,103.0,0.0,2.6,925.9,925.9,924.8
94,2015-01-17 00:00:00,22,00,00,28.0,54.0,17.9,28.6,27.9,18.4,17.4,55.0,51.0,1.3,103.0,0.0,2.6,926.2,926.4,925.9
95,2015-01-17 00:00:00,23,00,00,27.4,57.0,18.1,28.0,27.1,18.3,17.9,58.0,54.0,1.3,103.0,0.0,2.6,926.2,926.2,926.0
96,2015-01-18 00:00:00,00,00,00,27.2,55.0,17.4,27.5,27.2,18.1,17.4,57.0,54.0,0.8,122.0,0.0,2.7,926.2,926.3,926.1
97,2015-01-18 00:00:00,01,00,00,27.3,50.0,16.0,27.3,27.0,17.2,16.0,55.0,50.0,0.8,122.0,0.0,2.7,925.5,926.2,925.5
98,2015-01-18 00:00:00,02,00,00,26.5,55.0,16.6,27.3,26.5,16.8,15.3,55.0,49.0,0.8,122.0,0.0,2.7,925.6,925.6,925.3
99,2015-01-18 00:00:00,03,00,00,24.4,73.0,19.3,26.5,24.4,19.3,16.7,73.0,55.0,0.8,122.0,0.0,2.7,925.5,925.7,925.4
100,2015-01-18 00:00:00,04,00,00,23.9,77.0,19.6,24.4,23.9,19.7,19.4,77.0,73.0,0.8,122.0,0.0,2.7,925.6,925.6,925.4
101,2015-01-18 00:00:00,05,00,00,23.5,78.0,19.5,23.9,23.5,19.6,19.5,78.0,77.0,0.8,122.0,0.0,2.7,925.7,925.7,925.5
102,2015-01-18 00:00:00,06,00,00,23.8,76.0,19.4,23.8,23.3,19.8,19.4,80.0,76.0,0.8,122.0,0.0,2.7,926.2,926.2,925.6
103,2015-01-18 00:00:00,07,00,00,25.3,69.0,19.1,25.4,23.8,19.6,19.0,76.0,69.0,0.8,122.0,0.0,2.7,926.6,926.6,926.2
104,2015-01-18 00:00:00,08,00,00,27.4,56.0,18.0,27.6,25.2,19.5,17.7,69.0,56.0,0.8,122.0,0.0,2.7,927.0,927.0,926.6
105,2015-01-18 00:00:00,09,00,00,28.9,46.0,16.1,29.1,27.1,18.3,16.0,57.0,46.0,0.8,122.0,0.0,2.7,927.4,927.4,927.0
106,2015-01-18 00:00:00,10,00,00,31.3,39.0,15.9,31.4,28.4,16.8,15.4,49.0,39.0,0.8,122.0,0.0,2.7,927.3,927.5,927.3
107,2015-01-18 00:00:00,11,00,00,32.3,36.0,15.4,32.6,31.3,17.0,15.1,41.0,36.0,0.8,122.0,0.0,2.7,926.9,927.4,926.9
108,2015-01-18 00:00:00,12,00,00,33.7,30.0,13.6,33.9,31.9,16.5,13.2,38.0,30.0,0.8,122.0,0.0,2.7,926.2,926.9,926.2
109,2015-01-18 00:00:00,13,00,00,34.2,28.0,12.9,35.2,33.0,14.8,11.2,31.0,26.0,0.8,122.0,0.0,2.7,925.8,926.3,925.7
110,2015-01-18 00:00:00,14,00,00,34.9,26.0,12.4,35.0,33.2,13.3,11.4,30.0,25.0,0.8,122.0,0.0,2.7,925.0,925.8,925.0
111,2015-01-18 00:00:00,15,00,00,33.4,31.0,13.8,36.2,33.2,14.4,11.5,32.0,23.0,0.8,122.0,0.0,2.7,924.4,925.0,924.4
112,2015-01-18 00:00:00,16,00,00,32.7,34.0,14.7,34.7,32.7,15.6,13.5,34.0,29.0,0.8,122.0,0.0,2.7,923.8,924.4,923.7
113,2015-01-18 00:00:00,17,00,00,28.5,69.0,22.3,32.8,28.0,22.4,14.8,71.0,34.0,0.8,122.0,0.0,2.7,923.9,923.9,923.6
114,2015-01-18 00:00:00,18,00,00,27.4,69.0,21.3,28.6,27.4,22.8,21.2,72.0,67.0,0.8,122.0,0.0,2.7,924.6,924.6,923.9
115,2015-01-18 00:00:00,19,00,00,27.1,54.0,17.1,27.4,25.9,22.7,17.0,80.0,54.0,0.8,122.0,0.0,2.7,924.3,924.8,924.2
116,2015-01-18 00:00:00,20,00,00,26.5,74.0,21.5,27.4,26.3,21.5,16.8,74.0,53.0,0.8,122.0,0.0,2.7,925.2,925.2,924.3
117,2015-01-18 00:00:00,21,00,00,26.4,73.0,21.0,26.6,26.3,21.5,20.9,74.0,71.0,0.8,122.0,0.0,2.7,925.8,925.8,925.2
118,2015-01-18 00:00:00,22,00,00,26.3,67.0,19.7,26.4,26.2,21.1,19.7,73.0,67.0,0.8,122.0,0.0,2.7,926.6,926.6,925.8
119,2015-01-18 00:00:00,23,00,00,25.8,67.0,19.1,26.5,25.7,19.8,18.4,69.0,61.0,0.8,122.0,0.0,2.7,926.6,926.8,926.6
120,2015-01-19 00:00:00,00,00,00,24.4,65.0,17.3,25.9,24.3,19.0,17.3,69.0,63.0,1.4,138.0,1.4,5.3,926.4,926.6,926.3
121,2015-01-19 00:00:00,01,00,00,24.1,79.0,20.3,24.5,24.1,20.3,17.3,79.0,65.0,1.4,138.0,1.4,5.3,926.0,926.5,926.0
122,2015-01-19 00:00:00,02,00,00,23.6,80.0,20.0,24.1,23.6,20.5,20.0,81.0,79.0,1.4,138.0,1.4,5.3,926.0,926.1,925.9
123,2015-01-19 00:00:00,03,00,00,23.8,76.0,19.3,24.1,23.5,20.1,19.2,81.0,74.0,1.4,138.0,1.4,5.3,925.9,926.2,925.9
124,2015-01-19 00:00:00,04,00,00,22.9,80.0,19.3,23.8,22.9,19.7,19.3,81.0,76.0,1.4,138.0,1.4,5.3,925.8,926.0,925.6
125,2015-01-19 00:00:00,05,00,00,23.0,81.0,19.6,23.1,22.8,19.6,19.4,81.0,80.0,1.4,138.0,1.4,5.3,926.5,926.7,925.8
126,2015-01-19 00:00:00,06,00,00,22.9,81.0,19.5,23.0,22.8,19.6,19.3,81.0,81.0,1.4,138.0,1.4,5.3,926.9,926.9,926.4
127,2015-01-19 00:00:00,07,00,00,23.5,79.0,19.6,23.6,22.9,20.1,19.5,82.0,79.0,1.4,138.0,1.4,5.3,927.2,927.5,926.9
128,2015-01-19 00:00:00,08,00,00,26.3,64.0,18.9,26.5,23.5,20.1,18.5,79.0,63.0,1.4,138.0,1.4,5.3,927.6,927.6,927.1
129,2015-01-19 00:00:00,09,00,00,28.5,52.0,17.8,28.6,26.3,19.0,17.6,64.0,52.0,1.4,138.0,1.4,5.3,927.5,927.7,927.5
130,2015-01-19 00:00:00,10,00,00,31.6,37.0,15.3,31.6,28.3,17.9,13.7,53.0,36.0,1.4,138.0,1.4,5.3,927.6,927.7,927.5
131,2015-01-19 00:00:00,11,00,00,32.4,31.0,13.2,32.7,31.2,15.4,12.8,38.0,30.0,1.4,138.0,1.4,5.3,927.2,927.6,927.2
132,2015-01-19 00:00:00,12,00,00,33.7,21.0,8.1,34.3,32.1,13.4,8.1,31.0,20.0,1.4,138.0,1.4,5.3,926.4,927.2,926.4
133,2015-01-19 00:00:00,13,00,00,34.3,25.0,11.5,34.4,33.5,12.2,7.5,27.0,20.0,1.4,138.0,1.4,5.3,925.6,926.4,925.6
134,2015-01-19 00:00:00,14,00,00,35.7,24.0,11.9,35.7,34.3,12.7,9.6,27.0,21.0,1.4,138.0,1.4,5.3,925.0,925.7,925.0
135,2015-01-19 00:00:00,15,00,00,35.2,21.0,9.5,36.6,34.7,12.3,8.6,24.0,19.0,1.4,138.0,1.4,5.3,924.3,925.0,924.3
136,2015-01-19 00:00:00,16,00,00,36.3,21.0,10.2,36.4,34.7,11.3,9.1,23.0,20.0,1.4,138.0,1.4,5.3,923.6,924.3,923.6
137,2015-01-19 00:00:00,17,00,00,32.8,38.0,16.6,36.3,32.8,16.7,9.5,38.0,20.0,1.4,138.0,1.4,5.3,923.3,923.6,923.3
138,2015-01-19 00:00:00,18,00,00,29.7,54.0,19.3,32.8,29.7,19.3,16.6,54.0,38.0,1.4,138.0,1.4,5.3,925.0,925.0,923.2
139,2015-01-19 00:00:00,19,00,00,27.7,62.0,19.7,29.7,27.7,20.0,19.3,62.0,54.0,1.4,138.0,1.4,5.3,925.9,925.9,924.9
140,2015-01-19 00:00:00,20,00,00,27.4,56.0,17.9,27.9,27.4,19.6,17.8,62.0,56.0,1.4,138.0,1.4,5.3,925.7,925.9,925.7
141,2015-01-19 00:00:00,21,00,00,26.1,65.0,19.0,27.4,26.0,19.0,17.9,65.0,56.0,1.4,138.0,1.4,5.3,926.9,927.0,925.7
142,2015-01-19 00:00:00,22,00,00,25.4,65.0,18.4,26.0,25.3,19.3,18.2,68.0,64.0,1.4,138.0,1.4,5.3,927.2,927.4,926.9
143,2015-01-19 00:00:00,23,00,00,25.4,62.0,17.6,25.5,25.2,18.6,17.6,66.0,62.0,1.4,138.0,1.4,5.3,926.3,927.2,926.3
144,2015-01-20 00:00:00,00,00,00,25.3,61.0,17.3,25.6,25.3,17.6,16.8,62.0,59.0,2.1,80.0,0.0,5.2,925.8,926.3,925.8
145,2015-01-20 00:00:00,01,00,00,24.8,64.0,17.4,25.3,24.8,17.5,17.0,64.0,60.0,2.1,80.0,0.0,5.2,925.0,925.8,925.0
146,2015-01-20 00:00:00,02,00,00,24.3,68.0,17.9,24.9,24.3,18.1,17.0,68.0,62.0,2.1,80.0,0.0,5.2,924.5,925.0,924.5
147,2015-01-20 00:00:00,03,00,00,23.3,75.0,18.7,24.3,23.3,18.8,17.9,75.0,68.0,2.1,80.0,0.0,5.2,924.2,924.5,924.0
148,2015-01-20 00:00:00,04,00,00,23.6,69.0,17.6,23.6,23.3,18.9,17.6,76.0,69.0,2.1,80.0,0.0,5.2,924.0,924.2,924.0
149,2015-01-20 00:00:00,05,00,00,23.6,69.0,17.7,23.7,23.5,17.8,17.5,70.0,68.0,2.1,80.0,0.0,5.2,924.3,924.3,924.0
150,2015-01-20 00:00:00,06,00,00,24.0,68.0,17.8,24.0,23.5,17.8,17.2,69.0,68.0,2.1,80.0,0.0,5.2,925.1,925.1,924.2
151,2015-01-20 00:00:00,07,00,00,24.2,69.0,18.1,24.9,24.0,18.3,17.8,69.0,66.0,2.1,80.0,0.0,5.2,925.5,925.5,925.0
152,2015-01-20 00:00:00,08,00,00,26.0,61.0,17.9,26.0,24.2,18.6,17.7,69.0,61.0,2.1,80.0,0.0,5.2,925.6,925.6,925.5
153,2015-01-20 00:00:00,09,00,00,28.1,52.0,17.2,28.1,25.9,18.5,16.4,63.0,50.0,2.1,80.0,0.0,5.2,925.8,925.8,925.6
154,2015-01-20 00:00:00,10,00,00,30.6,40.0,15.6,30.9,28.1,17.6,15.3,52.0,40.0,2.1,80.0,0.0,5.2,925.7,925.9,925.7
155,2015-01-20 00:00:00,11,00,00,32.0,33.0,13.9,32.4,30.2,16.9,12.7,43.0,31.0,2.1,80.0,0.0,5.2,925.3,925.7,925.3
156,2015-01-20 00:00:00,12,00,00,33.0,28.0,11.9,33.4,32.0,13.7,9.9,34.0,24.0,2.1,80.0,0.0,5.2,924.7,925.4,924.7
157,2015-01-20 00:00:00,13,00,00,34.4,17.0,6.1,34.4,32.2,13.8,6.1,31.0,17.0,2.1,80.0,0.0,5.2,924.3,924.7,924.3
158,2015-01-20 00:00:00,14,00,00,35.2,23.0,10.6,35.3,33.2,12.1,3.0,25.0,14.0,2.1,80.0,0.0,5.2,923.4,924.3,923.4
159,2015-01-20 00:00:00,15,00,00,35.7,25.0,12.8,35.7,34.4,12.8,9.4,26.0,20.0,2.1,80.0,0.0,5.2,922.5,923.4,922.5
160,2015-01-20 00:00:00,16,00,00,32.7,43.0,18.5,36.7,32.7,18.9,6.3,43.0,17.0,2.1,80.0,0.0,5.2,922.1,922.5,922.1
161,2015-01-20 00:00:00,17,00,00,30.9,51.0,19.6,32.8,30.8,20.0,18.7,51.0,43.0,2.1,80.0,0.0,5.2,922.1,922.2,922.0
