,index,latitude,longitude,counts,cluster
437,437,-23.665071,-46.721661,2,58
1073,1073,-23.6650434,-46.72156079999999,7,58
1174,1174,-23.6653706,-46.72708770000001,10,58
428,428,-23.6656675,-46.72677589999999,2,58
211,211,-23.6663838,-46.718256,1,58
431,431,-23.5108939,-46.7275323,2,59
91,91,-23.51635060000001,-46.7256629,1,59
940,940,-23.5154038,-46.724085,5,59
257,257,-23.5165521,-46.728456,2,59
692,692,-23.5146598,-46.7246391,3,59
249,249,-23.5170718,-46.7256931,2,59
374,374,-23.5263663,-46.68502609999999,2,60
324,324,-23.5294604,-46.6788836,2,60
793,793,-23.5270904,-46.68438949999999,4,60
1156,1156,-23.5293701,-46.6781819,9,60
577,577,-23.5294021,-46.6780985,3,60
329,329,-23.529197600000003,-46.67646630000001,2,60
1401,1401,-23.526942,-46.6840671,49,60
1193,1193,-23.5296218,-46.6779003,11,60
321,321,-23.5297721,-46.67702620000001,2,60
718,718,-23.5255534,-46.6824616,3,60
589,589,-23.5300027,-46.6769343,3,60
1209,1209,-23.5275772,-46.68306870000001,11,60
372,372,-23.52655,-46.680817,2,60
1236,1236,-23.5294095,-46.677805600000006,12,60
1316,1316,-23.5300038,-46.677148,22,60
341,341,-23.528455800000003,-46.67958460000001,2,60
1388,1388,-23.5263631,-46.6822994,37,60
5,5,-23.5261506,-46.6854196,1,60
748,748,-23.529634,-46.6773859,4,60
15,15,-23.5269465,-46.6824744,1,60
1142,1142,-23.5254628,-46.6816795,9,60
1321,1321,-23.5469,-46.63767,23,61
1382,1382,-23.5486134,-46.6386247,34,61
325,325,-23.5500438,-46.63090510000001,2,61
1175,1175,-23.5502757,-46.6393536,10,61
64,64,-23.5523718,-46.6369508,1,61
1409,1409,-23.5504292,-46.6381386,64,61
322,322,-23.5484885,-46.63911820000001,2,61
1158,1158,-23.5478432,-46.6388302,9,61
316,316,-23.5475157,-46.6366376,2,61
1001,1001,-23.5496615,-46.63093350000001,6,61
627,627,-23.5474777,-46.63684980000001,3,61
303,303,-23.55266,-46.636631,2,61
239,239,-23.5487082,-46.6386923,2,61
317,317,-23.5475738,-46.63803220000001,2,61
137,137,-23.54883,-46.63872,1,61
1418,1418,-23.5505199,-46.63330939999999,81,61
1062,1062,-23.5502562,-46.6380339,7,61
320,320,-23.5493106,-46.6381453,2,61
1181,1181,-23.5471315,-46.6371466,10,61
875,875,-23.54980560000001,-46.6304873,5,61
1274,1274,-23.5501844,-46.6365717,16,61
1232,1232,-23.5475884,-46.63804920000001,12,61
1315,1315,-23.5488495,-46.6385844,22,61
584,584,-23.549848,-46.6368084,3,61
989,989,-23.5499685,-46.6387338,6,61
1058,1058,-23.4964599,-46.4065166,7,62
37,37,-23.4949174,-46.4114416,1,62
1060,1060,-23.4949174,-46.4056838,7,62
781,781,-23.490541600000004,-46.40770759999999,4,62
486,486,-23.4913385,-46.4059539,2,62
1345,1345,-23.4892542,-46.40580070000001,25,62
429,429,-23.605116,-46.6964654,2,63
1367,1367,-23.6065062,-46.6969314,30,63
819,819,-23.6072419,-46.69968309999999,4,63
120,120,-23.6039559,-46.6928269,1,63
1427,1427,-23.6077583,-46.6973162,135,63
823,823,-23.6071962,-46.6971499,4,63
808,808,-23.6056435,-46.6960709,4,63
947,947,-23.6083217,-46.69768999999999,5,63
1005,1005,-23.6084121,-46.6973008,6,63
503,503,-23.6023904,-46.69812839999999,2,63
1213,1213,-23.6053438,-46.6990833,12,63
450,450,-23.6457192,-46.7302352,2,64
448,448,-23.6459326,-46.7227193,2,64
1015,1015,-23.644588,-46.724498,6,64
1150,1150,-23.64555,-46.72993,9,64
1393,1393,-23.6462723,-46.7253607,39,64
563,563,-23.6465815,-46.7288787,3,64
194,194,-23.6480024,-46.72750070000001,1,64
36,36,-23.64470750000001,-46.7243115,1,64
1061,1061,-23.644725,-46.7237915,7,64
490,490,-23.649073,-46.73221179999999,2,64
1014,1014,-23.6409193,-46.7368533,6,65
460,460,-23.6435241,-46.73397410000001,2,65
1130,1130,-23.6382072,-46.7408906,8,65
473,473,-23.6539771,-46.7088668,2,66
1155,1155,-23.6582469,-46.70896679999999,9,66
176,176,-23.664009,-46.7080073,1,66
403,403,-23.6606505,-46.7047882,2,66
417,417,-23.6581077,-46.7088384,2,66
1202,1202,-23.6631171,-46.7076066,11,66
1289,1289,-23.659564000000003,-46.7040693,18,66
442,442,-23.6633313,-46.707879,2,66
169,169,-23.662256,-46.706246,1,66
906,906,-23.6619281,-46.7065908,5,66
615,615,-23.6623653,-46.7068638,3,66
419,419,-23.6593753,-46.71051689999999,2,66
1151,1151,-23.6599045,-46.7117099,9,66
1218,1218,-23.6584958,-46.70921449999999,12,66
408,408,-23.6621072,-46.7068928,2,66
1017,1017,-23.663223100000003,-46.70774489999999,6,66
405,405,-23.6598058,-46.7045241,2,66
864,864,-23.6561976,-46.7075767,5,66
163,163,-23.6625879,-46.706701,1,66
837,837,-23.6600915,-46.70253169999999,4,66
1305,1305,-23.6618529,-46.7063713,21,66
990,990,-23.6595769,-46.7109345,6,66
143,143,-23.6603743,-46.7021464,1,66
1188,1188,-23.6621868,-46.70707270000001,10,66
1241,1241,-23.6604082,-46.7048098,13,66
23,23,-23.5237633,-46.4750698,1,67
227,227,-23.5210238,-46.4752395,2,67
1417,1417,-23.5225201,-46.4754154,80,67
675,675,-23.516215,-46.47661,3,67
92,92,-23.5152016,-46.4763893,1,67
16,16,-23.52517730000001,-46.71018369999999,1,68
277,277,-23.5179007,-46.7075307,2,68
388,388,-23.5252117,-46.7103639,2,68
122,122,-23.5203912,-46.71150129999999,1,68
595,595,-23.4888114,-46.6094526,3,69
469,469,-23.4937064,-46.60988,2,69
454,454,-23.4940508,-46.61016799999999,2,69
484,484,-23.6224802,-46.673114700000006,2,70
11,11,-23.6189716,-46.6761361,1,70
489,489,-23.6233833,-46.6779026,2,70
9,9,-23.6191934,-46.6823034,1,70
891,891,-23.6222458,-46.6845278,5,70
478,478,-23.6208778,-46.6785864,2,70
445,445,-23.6189923,-46.6830422,2,70
444,444,-23.6186381,-46.67618529999999,2,70
983,983,-23.6229115,-46.6804626,6,70
807,807,-23.5981419,-46.53341079999999,4,71
73,73,-23.5954272,-46.5378422,1,71
197,197,-23.4920164,-46.4332973,1,72
753,753,-23.4850698,-46.4353936,4,72
1364,1364,-23.4369619,-46.7207879,29,73
180,180,-23.4308163,-46.7204539,1,73
183,183,-23.43456560000001,-46.7202454,1,73
532,532,-23.4303427,-46.7211107,2,73
159,159,-23.4304279,-46.7205984,1,73
1117,1117,-23.429031100000003,-46.72118,8,73
908,908,-23.427137100000003,-46.7243753,5,73
1302,1302,-23.4301662,-46.7213472,20,73
1403,1403,-23.5221609,-46.6087139,52,74
1041,1041,-23.5187387,-46.616347,7,74
1346,1346,-23.5173581,-46.6194319,25,74
961,961,-23.5199979,-46.6133873,6,74
1182,1182,-23.5154603,-46.61334220000001,10,74
1282,1282,-23.5224974,-46.6108419,16,74
1253,1253,-23.5208602,-46.61313320000001,14,74
868,868,-23.5184507,-46.61557029999999,5,74
1348,1348,-23.5189772,-46.6158881,26,74
286,286,-23.5183573,-46.6156162,2,74
90,90,-23.515346,-46.620318,1,74
89,89,-23.5163068,-46.6136394,1,74
1112,1112,-23.5233965,-46.6129802,8,74
58,58,-23.567708,-46.6490653,1,75
67,67,-23.5679585,-46.6465188,1,75
1287,1287,-23.5689122,-46.64086469999999,18,75
291,291,-23.5670542,-46.640897,2,75
512,512,-23.46275,-46.6031956,2,76
612,612,-23.4575732,-46.60251270000001,3,76
922,922,-23.4586083,-46.607685,5,76
611,611,-23.4632422,-46.6030322,3,76
878,878,-23.5040888,-46.6998718,5,77
775,775,-23.5067077,-46.6997051,4,77
50,50,-23.501571,-46.6942421,1,77
628,628,-23.679213,-46.71244129999999,3,78
506,506,-23.6789861,-46.7127107,2,78
1165,1165,-23.6805291,-46.7063454,10,78
902,902,-23.5276302,-46.50953610000001,5,79
330,330,-23.5289312,-46.5152762,2,79
702,702,-23.5874162,-46.6576336,3,80
1408,1408,-23.5834742,-46.654522,63,80
1298,1298,-23.585543,-46.650952,20,80
255,255,-23.5830399,-46.6522638,2,80
259,259,-23.5835,-46.6544014,2,80
1118,1118,-23.7069271,-46.71303010000001,8,81
564,564,-23.6994825,-46.7152803,3,81
562,562,-23.7030879,-46.7146618,3,81
971,971,-23.703722,-46.7145847,6,81
554,554,-23.6730741,-46.6770339,2,82
596,596,-23.6765104,-46.6767267,3,82
631,631,-23.4899722,-46.71010980000001,3,83
1154,1154,-23.487193,-46.714830600000006,9,83
206,206,-23.4046872,-46.74996270000001,1,84
1085,1085,-23.4050516,-46.7531905,7,84
580,580,-23.4068591,-46.75017159999999,3,84
1177,1177,-23.4048175,-46.7533523,10,84
518,518,-23.4051744,-46.7530468,2,84
144,144,-23.4038505,-46.7531618,1,84
1176,1176,-23.4042104,-46.7484579,10,84
972,972,-23.4068429,-46.7503193,6,84
944,944,-23.404361,-46.7529665,5,84
386,386,-23.5362269,-46.5522662,2,85
791,791,-23.5379004,-46.5496566,4,85
575,575,-23.53690880000001,-46.5506134,3,85
1299,1299,-23.5368704,-46.55825220000001,20,85
764,764,-23.5358791,-46.5525668,4,85
375,375,-23.5358078,-46.55218,2,85
1335,1335,-23.5360498,-46.5514434,25,85
161,161,-23.538453,-46.6906253,1,86
300,300,-23.5338743,-46.688394,2,86
601,601,-23.487968,-46.3958755,3,87
488,488,-23.4920959,-46.3952434,2,87
792,792,-23.4879097,-46.3943802,4,87
1363,1363,-23.5405845,-46.4706416,29,88
390,390,-23.5435798,-46.4719656,2,88
625,625,-23.5379183,-46.4777201,3,89
251,251,-23.5397546,-46.48566810000001,2,89
585,585,-23.5399929,-46.48518,3,89
1412,1412,-23.537307100000003,-46.4867244,67,89
1268,1268,-23.5413588,-46.48408269999999,15,89
233,233,-23.5375211,-46.4866426,2,89
877,877,-23.5395264,-46.4855629,5,89
766,766,-23.5394704,-46.48372929999999,4,89
247,247,-23.5396697,-46.4839086,2,89
762,762,-23.539152800000004,-46.4818311,4,89
1149,1149,-23.54295410000001,-46.48214779999999,9,89
158,158,-23.5437317,-46.4831817,1,89
261,261,-23.539535600000004,-46.48359929999999,2,89
1378,1378,-23.5395304,-46.4858263,33,89
351,351,-23.5427421,-46.4802221,2,89
765,765,-23.5359918,-46.4884024,4,89
185,185,-23.5413019,-46.48414289999999,1,89
204,204,-23.5419119,-46.4830092,1,89
207,207,-23.53940230000001,-46.4838151,1,89
558,558,-23.5419294,-46.4825385,3,89
168,168,-23.5409439,-46.4841729,1,89
602,602,-23.5377001,-46.4867092,3,89
1361,1361,-23.539231,-46.4828134,28,89
624,624,-23.5408564,-46.48244570000001,3,89
219,219,-23.5418503,-46.4820429,2,89
833,833,-23.5989379,-46.6976231,4,90
670,670,-23.5942651,-46.6949583,3,90
71,71,-23.5956701,-46.6907813,1,90
513,513,-23.5959732,-46.6966668,2,90
1431,1431,-23.5974359,-46.6972704,177,90
1294,1294,-23.5995665,-46.6907539,19,90
103,103,-23.5981316,-46.6971496,1,90
639,639,-23.596632,-46.6912263,3,90
930,930,-23.5945207,-46.6935321,5,90
703,703,-23.6109779,-46.5872696,3,91
25,25,-23.6117463,-46.58101729999999,1,91
400,400,-23.48382,-46.49517210000001,2,92
634,634,-23.4824176,-46.5005015,3,92
1386,1386,-23.5628046,-46.67459239999999,36,93
348,348,-23.5652689,-46.6796648,2,93
1318,1318,-23.5641608,-46.6778872,23,93
1373,1373,-23.4646452,-46.6522231,32,94
422,422,-23.6101067,-46.6637739,2,95
825,825,-23.6071829,-46.6656996,4,95
654,654,-23.6031912,-46.6637589,3,95
427,427,-23.604755,-46.66874139999999,2,95
955,955,-23.6040217,-46.6627277,6,95
426,426,-23.6047405,-46.66697429999999,2,95
1047,1047,-23.6056014,-46.6642102,7,95
813,813,-23.6094348,-46.6646238,4,95
105,105,-23.6079512,-46.6647429,1,95
433,433,-23.6064953,-46.664826700000006,2,95
114,114,-23.6054922,-46.6609089,1,95
340,340,-23.5519604,-46.5261539,2,96
933,933,-23.5446106,-46.5300945,5,96
985,985,-23.5502516,-46.5232584,6,96
1392,1392,-23.5441466,-46.53109320000001,38,96
35,35,-23.5497557,-46.52471370000001,1,96
862,862,-23.54649980000001,-46.52856060000001,5,96
1322,1322,-23.5480634,-46.5261307,23,96
736,736,-23.5638523,-46.6362297,3,97
739,739,-23.5621621,-46.6389973,3,97
1107,1107,-23.5574014,-46.6378341,8,97
708,708,-23.5583053,-46.64153899999999,3,97
1043,1043,-23.5738923,-46.6671251,7,98
832,832,-23.5783267,-46.6664954,4,98
1019,1019,-23.5788625,-46.662355,6,98
223,223,-23.5719378,-46.6628054,2,98
117,117,-23.57149200000001,-46.6660141,1,98
854,854,-23.5723966,-46.66505979999999,4,98
857,857,-23.5726084,-46.5044544,4,99
642,642,-23.5754838,-46.5024468,3,99
234,234,-23.5723584,-46.5059158,2,99
640,640,-23.5766138,-46.500846,3,99
44,44,-23.6376664,-46.67746959999999,1,100
1339,1339,-23.6435162,-46.6724991,25,100
468,468,-23.6361811,-46.6774954,2,100
573,573,-23.6397448,-46.67346939999999,3,100
10,10,-23.506777300000003,-46.6024208,1,101
30,30,-23.5088034,-46.5995344,1,101
435,435,-23.5100468,-46.59482020000001,2,101
780,780,-23.5060815,-46.60251,4,101
106,106,-23.509816600000004,-46.5990251,1,101
1295,1295,-23.508741600000004,-46.60020189999999,19,101
965,965,-23.5111321,-46.59976320000001,6,101
443,443,-23.5088219,-46.59964189999999,2,101
885,885,-23.5053809,-46.6051545,5,101
107,107,-23.510013600000004,-46.59636150000001,1,101
647,647,-23.5128219,-46.6926232,3,102
526,526,-23.5154721,-46.6883555,2,102
1178,1178,-23.5091074,-46.6896838,10,102
1284,1284,-23.5087688,-46.68633579999999,17,102
110,110,-23.5105156,-46.6943604,1,102
112,112,-23.5107179,-46.687375,1,102
416,416,-23.5068633,-46.68830579999999,2,102
130,130,-23.5124758,-46.6898894,1,102
740,740,-23.5079543,-46.6866666,3,102
1173,1173,-23.5150548,-46.6911891,10,102
399,399,-23.5086388,-46.6945875,2,102
773,773,-23.5129139,-46.6932581,4,102
939,939,-23.5095435,-46.68984,5,102
1337,1337,-23.5103051,-46.6937635,25,102
535,535,-23.5961363,-46.67970560000001,2,103
650,650,-23.601353,-46.682744,3,103
425,425,-23.6046651,-46.6819479,2,103
651,651,-23.6018144,-46.6825006,3,103
691,691,-23.5886531,-46.68204799999999,3,104
100,100,-23.5896733,-46.681125400000006,1,104
98,98,-23.5890433,-46.6761478,1,104
96,96,-23.5885405,-46.67170309999999,1,104
694,694,-23.5888768,-46.68132139999999,3,104
583,583,-23.471309,-46.694135,3,105
521,521,-23.586150600000003,-46.66728610000001,2,106
637,637,-23.5856559,-46.670507,3,106
993,993,-23.5877404,-46.66424689999999,6,106
829,829,-23.591296300000003,-46.6649432,4,106
243,243,-23.5824805,-46.6677352,2,106
21,21,-23.6133909,-46.6983976,1,107
404,404,-23.6137961,-46.6956653,2,107
410,410,-23.6157655,-46.7020905,2,107
1397,1397,-23.6127701,-46.6988729,46,107
1214,1214,-23.6181633,-46.7009973,12,107
1040,1040,-23.6177669,-46.7017805,7,107
1349,1349,-23.6100376,-46.7010528,26,107
995,995,-23.6164796,-46.6988139,6,107
421,421,-23.6103378,-46.6979058,2,107
835,835,-23.588773,-46.5982209,4,108
1262,1262,-23.5826871,-46.5998274,14,108
517,517,-23.5879501,-46.59602570000001,2,108
263,263,-23.5829641,-46.5975085,2,108
685,685,-23.5869187,-46.60348370000001,3,108
677,677,-23.5863748,-46.60227070000001,3,108
501,501,-23.5899277,-46.5977819,2,108
95,95,-23.5880455,-46.595779,1,108
62,62,-23.5026122,-46.7109727,1,109
538,538,-23.4986124,-46.7070624,2,109
1087,1087,-23.501958,-46.7066027,7,109
466,466,-23.498233,-46.706861,2,109
457,457,-23.6296987,-46.6844888,2,110
1410,1410,-23.6264229,-46.6874891,65,110
978,978,-23.628008800000003,-46.687554,6,110
455,455,-23.6281321,-46.68856829999999,2,110
471,471,-23.625063,-46.6867172,2,110
449,449,-23.625818,-46.6886796,2,110
54,54,-23.6254463,-46.6888139,1,110
56,56,-23.62602110000001,-46.6886941,1,110
1358,1358,-23.62648410000001,-46.687386,28,110
723,723,-23.6280222,-46.685317100000006,3,110
42,42,-23.4987425,-46.6123622,1,111
47,47,-23.5010073,-46.6141119,1,111
1148,1148,-23.5025826,-46.6150186,9,111
729,729,-23.5008249,-46.6155813,3,111
722,722,-23.5024145,-46.6153375,3,111
977,977,-23.5024925,-46.6152164,6,111
154,154,-23.5451508,-46.5944562,1,112
1199,1199,-23.5442834,-46.5926346,11,112
1074,1074,-23.5450479,-46.5957198,7,112
848,848,-23.5451338,-46.5943735,4,112
598,598,-23.5440885,-46.589842,3,112
1384,1384,-23.5431983,-46.587157,34,112
84,84,-23.5143783,-46.6368984,1,113
932,932,-23.5151388,-46.6412765,5,113
1186,1186,-23.5153199,-46.64422709999999,10,113
671,671,-23.5140221,-46.6449009,3,113
1219,1219,-23.5188564,-46.6441499,12,113
262,262,-23.5157253,-46.6404566,2,113
681,681,-23.5166733,-46.6387399,3,113
502,502,-23.5144706,-46.6374001,2,113
559,559,-23.4934692,-46.7577642,3,114
771,771,-23.48944310000001,-46.7558084,4,114
480,480,-23.4904909,-46.75336739999999,2,114
293,293,-23.5527902,-46.6113329,2,115
65,65,-23.5523344,-46.6097831,1,115
759,759,-23.5162451,-46.662836,4,116
1161,1161,-23.5166142,-46.6670404,9,116
540,540,-23.5125185,-46.6633507,2,116
528,528,-23.5152223,-46.6667075,2,116
750,750,-23.5091333,-46.6627928,4,116
1225,1225,-23.516631600000004,-46.6597434,12,116
1139,1139,-23.5144809,-46.6666005,9,116
667,667,-23.5088214,-46.6661558,3,116
1242,1242,-23.5127478,-46.666461700000006,13,116
911,911,-23.5150019,-46.660809,5,116
1239,1239,-23.5153037,-46.6667883,13,116
1351,1351,-23.51618,-46.66682,26,116
1004,1004,-23.5093563,-46.66569519999999,6,116
258,258,-23.5163514,-46.66198920000001,2,116
1038,1038,-23.5133355,-46.6674409,7,116
856,856,-23.6243312,-46.6950615,4,117
481,481,-23.6216238,-46.6977748,2,117
491,491,-23.623745,-46.6952879,2,117
969,969,-23.622013,-46.70117370000001,6,117
1314,1314,-23.6213812,-46.7008789,22,117
1,1,-23.6232908,-46.69954310000001,1,117
472,472,-23.6244089,-46.694455100000006,2,117
860,860,-23.6211685,-46.6984326,4,117
1313,1313,-23.6256401,-46.69167590000001,22,117
2,2,-23.6227181,-46.6968956,1,117
713,713,-23.6226045,-46.6994649,3,117
943,943,-23.4072366,-46.73483479999999,5,118
574,574,-23.4060045,-46.7349578,3,118
758,758,-23.409129,-46.7348031,4,118
109,109,-23.5103896,-46.7031168,1,119
774,774,-23.5118839,-46.7042604,4,119
470,470,-23.5115727,-46.70548529999999,2,119
1034,1034,-23.5073626,-46.7057618,7,119
1215,1215,-23.5087896,-46.7056216,12,119
432,432,-23.5106876,-46.704893,2,119
898,898,-23.5073552,-46.7074648,5,119
1162,1162,-23.5096545,-46.7045271,10,119
1035,1035,-23.5133866,-46.7033226,7,119
744,744,-23.5076954,-46.7094505,3,119
1252,1252,-23.534941,-46.7357722,14,120
592,592,-23.531609600000003,-46.7325696,3,120
515,515,-23.6856812,-46.6802674,2,121
816,816,-23.553779100000003,-46.48957070000001,4,122
1092,1092,-23.5254642,-46.5622123,7,123
882,882,-23.523097600000003,-46.558299700000006,5,123
385,385,-23.52545180000001,-46.5564904,2,123
770,770,-23.5274019,-46.555048600000006,4,123
127,127,-23.5206812,-46.5568603,1,123
328,328,-23.5292211,-46.5603888,2,123
797,797,-23.5250248,-46.5570546,4,123
1194,1194,-23.5282312,-46.5850775,11,124
719,719,-23.52723,-46.5836818,3,124
747,747,-23.529881,-46.58823599999999,4,124
586,586,-23.4941577,-46.41998820000001,3,125
57,57,-23.5541362,-46.7184776,1,126
86,86,-23.5813836,-46.4920896,1,127
244,244,-23.5824862,-46.4967297,2,127
1196,1196,-23.5841685,-46.492128,11,127
1376,1376,-23.581955,-46.4907206,32,127
253,253,-23.5169886,-46.6821686,2,128
684,684,-23.5151408,-46.68499449999999,3,128
523,523,-23.74646730000001,-46.6848225,2,129
839,839,-23.7500595,-46.6880682,4,129
810,810,-23.5555434,-46.51777149999999,4,130
379,379,-23.5586221,-46.5137237,2,130
1128,1128,-23.5565299,-46.516571,8,130
1355,1355,-23.5550119,-46.5171162,27,130
716,716,-23.5558264,-46.5170579,3,130
383,383,-23.558855,-46.51335,2,130
1430,1430,-23.6238787,-46.70996829999999,164,131
1090,1090,-23.6250996,-46.7075699,7,131
1245,1245,-23.6275491,-46.7113798,13,131
707,707,-23.5584907,-46.6234938,3,132
51,51,-23.5522476,-46.6217462,1,132
1352,1352,-23.5573938,-46.6183215,26,132
72,72,-23.577283,-46.62883300000001,1,133
312,312,-23.5559142,-46.5774648,2,134
1320,1320,-23.5519499,-46.5779375,23,134
1243,1243,-23.55202430000001,-46.5777714,13,134
48,48,-23.5510883,-46.578305,1,134
1185,1185,-23.552072,-46.5769369,10,134
1146,1146,-23.5378117,-46.6162246,9,135
288,288,-23.5400269,-46.6114506,2,135
923,923,-23.5421158,-46.61499620000001,5,135
916,916,-23.5378738,-46.617678700000006,5,135
172,172,-23.5430627,-46.613782,1,135
284,284,-23.5400869,-46.61203870000001,2,135
960,960,-23.5397517,-46.610389700000006,6,135
1277,1277,-23.5406399,-46.6129659,16,135
1079,1079,-23.541847600000004,-46.6147544,7,135
1407,1407,-23.5400925,-46.61158589999999,58,135
232,232,-23.5413682,-46.613568,2,135
1143,1143,-23.5421568,-46.6150849,9,135
1272,1272,-23.5403315,-46.6122599,15,135
876,876,-23.4016619,-46.7200543,5,136
737,737,-23.507044,-46.477838,3,137
1009,1009,-23.6786374,-46.6507714,6,138
806,806,-23.6347959,-46.75499019999999,4,139
18,18,-23.5243586,-46.4276863,1,140
1246,1246,-23.5251203,-46.4337033,13,140
788,788,-23.52686,-46.4323,4,140
1286,1286,-23.5263017,-46.4324282,18,140
666,666,-23.6098686,-46.4912986,3,141
393,393,-23.5637309,-46.6117037,2,142
368,368,-23.568072,-46.6091904,2,142
738,738,-23.5650894,-46.6060689,3,142
888,888,-23.5631722,-46.6122119,5,142
663,663,-23.5682305,-46.6076365,3,142
661,661,-23.5685285,-46.60789120000001,3,142
12,12,-23.560900600000004,-46.61268629999999,1,142
1095,1095,-23.5632233,-46.6120421,7,142
861,861,-23.5626732,-46.60702970000001,4,142
632,632,-23.5323749,-46.44367800000001,3,143
903,903,-23.527712,-46.446177,5,143
1292,1292,-23.5296296,-46.4476203,19,143
420,420,-23.4826367,-46.60979920000001,2,144
633,633,-23.480603,-46.6111722,3,144
1078,1078,-23.4672805,-46.5945746,7,145
918,918,-23.59838,-46.57657929999999,5,146
1115,1115,-23.4315287,-46.5941446,8,147
116,116,-23.5714865,-46.7398797,1,148
879,879,-23.5679672,-46.7424889,5,148
1033,1033,-23.5198351,-46.6744444,7,149
279,279,-23.5184954,-46.6794319,2,149
1371,1371,-23.5154723,-46.6716376,31,149
1152,1152,-23.5176778,-46.6794271,9,149
1429,1429,-23.5195747,-46.6741744,157,149
1026,1026,-23.5124643,-46.67506160000001,7,149
269,269,-23.5198336,-46.6744407,2,149
1326,1326,-23.518635,-46.6758825,24,149
80,80,-23.51872950000001,-46.674085700000006,1,149
271,271,-23.519491100000003,-46.6741453,2,149
779,779,-23.5196388,-46.6750892,4,149
548,548,-23.5136549,-46.67154910000001,2,149
693,693,-23.5171724,-46.6708966,3,149
798,798,-23.515672,-46.67377800000001,4,149
240,240,-23.520232,-46.671651,2,149
782,782,-23.5192389,-46.6770941,4,149
669,669,-23.5190797,-46.6762764,3,149
129,129,-23.5207026,-46.6786399,1,149
77,77,-23.5188247,-46.6754336,1,149
785,785,-23.5188743,-46.67451629999999,4,149
274,274,-23.5191501,-46.6751177,2,149
504,504,-23.5143458,-46.4439807,2,150
397,397,-23.8282027,-46.7270925,2,151
871,871,-23.530649,-46.59294600000001,5,152
49,49,-23.52837,-46.59752,1,152
1263,1263,-23.5270355,-46.59473320000001,15,152
298,298,-23.5281634,-46.59762429999999,2,152
963,963,-23.5240625,-46.6001865,6,152
1054,1054,-23.5254955,-46.60152460000001,7,152
800,800,-23.6057845,-46.54323770000001,4,153
582,582,-23.6669676,-46.7740371,3,154
1016,1016,-23.6669625,-46.7727005,6,154
495,495,-23.6666279,-46.7715139,2,154
571,571,-23.6663914,-46.771511,3,154
310,310,-23.5557254,-46.6875306,2,155
1136,1136,-23.5613055,-46.68776829999999,9,155
897,897,-23.5000172,-46.528045,5,156
560,560,-23.6490513,-46.7525471,3,157
557,557,-23.64593,-46.7538224,3,157
1018,1018,-23.6489312,-46.75289160000001,6,157
186,186,-23.6512557,-46.7570141,1,157
309,309,-23.5448219,-46.6737449,2,158
190,190,-23.4723203,-46.57162109999999,1,159
424,424,-23.4727477,-46.5715718,2,159
992,992,-23.4726383,-46.57143920000001,6,159
841,841,-23.7360009,-46.6947123,4,160
462,462,-23.4953168,-46.6613718,2,161
1096,1096,-23.6274838,-46.61896760000001,7,162
1212,1212,-23.6275033,-46.6189908,12,162
725,725,-23.6309097,-46.6176659,3,162
1208,1208,-23.627706,-46.619269,11,162
900,900,-23.5553807,-46.7377449,5,163
337,337,-23.5510881,-46.7403109,2,163
834,834,-23.5989085,-46.437798,4,164
996,996,-23.4908015,-46.50811760000001,6,165
483,483,-23.50584760000001,-46.3769404,2,166
590,590,-23.6507545,-46.67088620000001,3,167
927,927,-23.5139769,-46.5780901,5,168
524,524,-23.7345288,-46.7958352,2,169
525,525,-23.7343857,-46.79610510000001,2,169
935,935,-23.75503,-46.67607839999999,5,170
974,974,-23.7550249,-46.6753848,6,170
803,803,-23.5565094,-46.44646059999999,4,171
1109,1109,-23.5421726,-46.41099439999999,8,172
162,162,-23.5418577,-46.41282289999999,1,172
608,608,-23.5360388,-46.4146528,3,172
272,272,-23.5406471,-46.4164649,2,172
139,139,-23.4847753,-46.37787720000001,1,173
607,607,-23.4602278,-46.7214961,3,174
572,572,-23.7664337,-46.7175583,3,175
1217,1217,-23.7685129,-46.7174347,12,175
436,436,-23.4737451,-46.6702276,2,176
166,166,-23.4762159,-46.6723495,1,176
1102,1102,-23.4741439,-46.6700315,8,176
1002,1002,-23.472586,-46.6695061,6,176
795,795,-23.4732063,-46.6701245,4,176
155,155,-23.4736193,-46.6696933,1,176
851,851,-23.5817161,-46.4152394,4,177
1141,1141,-23.5193892,-46.74925800000001,9,178
1344,1344,-23.5203855,-46.7469107,25,178
1395,1395,-23.5198208,-46.7476843,41,178
381,381,-23.5588189,-46.5690836,2,179
951,951,-23.6810197,-46.6381862,6,180
749,749,-23.5078804,-46.74770529999999,4,181
889,889,-23.50270260000001,-46.7476636,5,181
326,326,-23.5501211,-46.40727829999999,2,182
1030,1030,-23.5083144,-46.7141659,7,183
767,767,-23.5089922,-46.7175444,4,183
746,746,-23.5032685,-46.7190677,4,183
411,411,-23.5073485,-46.7179847,2,183
414,414,-23.5070407,-46.7155214,2,183
1120,1120,-23.604837600000003,-46.7081324,8,184
660,660,-23.6075597,-46.7099695,3,184
786,786,-23.5268157,-46.5748378,4,185
344,344,-23.5268029,-46.5757735,2,185
777,777,-23.5253632,-46.5759315,4,185
438,438,-23.6380267,-46.6564988,2,186
712,712,-23.5051499,-46.5390843,3,187
477,477,-23.5062097,-46.5420451,2,187
1023,1023,-23.5053224,-46.4570455,7,188
3,3,-23.5058508,-46.4567463,1,188
195,195,-23.53092980000001,-46.4739201,1,189
980,980,-23.6273246,-46.6565842,6,190
