,Unnamed: 0,longitude,latitude,data,periodo,periodo_inicial,periodo_final,hora_inicial,minute_inicial,hora_final,minute_final
0,0,-46.72727889999999,-23.6671555,2015-01-01,De 18:52 a 20:35,18:52,18:59,18,52,18,59
1,1,-46.72727889999999,-23.6671555,2015-01-01,De 18:52 a 20:35,19:00,19:59,19,0,19,59
2,2,-46.72727889999999,-23.6671555,2015-01-01,De 18:52 a 20:35,20:00,20:35,20,0,20,35
3,3,-46.73041920000001,-23.5907654,2015-01-02,De 18:02 a 18:52,18:02,18:52,18,2,18,52
4,4,-46.7207879,-23.4369619,2015-01-03,De 18:20 a 22:42,18:20,18:59,18,20,18,59
5,5,-46.7207879,-23.4369619,2015-01-03,De 18:20 a 22:42,19:00,19:59,19,0,19,59
6,6,-46.7207879,-23.4369619,2015-01-03,De 18:20 a 22:42,20:00,20:59,20,0,20,59
7,7,-46.7207879,-23.4369619,2015-01-03,De 18:20 a 22:42,21:00,21:59,21,0,21,59
8,8,-46.7207879,-23.4369619,2015-01-03,De 18:20 a 22:42,22:00,22:42,22,0,22,42
9,9,-46.6303538,-23.5238896,2015-01-05,De 14:36 a 15:46,14:36,14:59,14,36,14,59
10,10,-46.6303538,-23.5238896,2015-01-05,De 14:36 a 15:46,15:00,15:46,15,0,15,46
11,11,-46.7009942,-23.5721786,2015-01-05,De 16:29 a 18:26,16:29,16:59,16,29,16,59
12,12,-46.7009942,-23.5721786,2015-01-05,De 16:29 a 18:26,17:00,17:59,17,0,17,59
13,13,-46.7009942,-23.5721786,2015-01-05,De 16:29 a 18:26,18:00,18:26,18,0,18,26
14,14,-46.4907206,-23.581955,2015-01-05,De 15:51 a 18:36,15:51,15:59,15,51,15,59
15,15,-46.4907206,-23.581955,2015-01-05,De 15:51 a 18:36,16:00,16:59,16,0,16,59
16,16,-46.4907206,-23.581955,2015-01-05,De 15:51 a 18:36,17:00,17:59,17,0,17,59
17,17,-46.4907206,-23.581955,2015-01-05,De 15:51 a 18:36,18:00,18:36,18,0,18,36
18,18,-46.4494444,-23.5409715,2015-01-05,De 15:46 a 16:04,15:46,15:59,15,46,15,59
19,19,-46.4494444,-23.5409715,2015-01-05,De 15:46 a 16:04,16:00,16:04,16,0,16,4
20,20,-46.725465,-23.6524014,2015-01-05,De 16:11 a 18:27,16:11,16:59,16,11,16,59
21,21,-46.725465,-23.6524014,2015-01-05,De 16:11 a 18:27,17:00,17:59,17,0,17,59
22,22,-46.725465,-23.6524014,2015-01-05,De 16:11 a 18:27,18:00,18:27,18,0,18,27
23,23,-46.7253607,-23.6462723,2015-01-05,De 16:09 a 18:26,16:09,16:59,16,9,16,59
24,24,-46.7253607,-23.6462723,2015-01-05,De 16:09 a 18:26,17:00,17:59,17,0,17,59
25,25,-46.7253607,-23.6462723,2015-01-05,De 16:09 a 18:26,18:00,18:26,18,0,18,26
26,26,-46.7040693,-23.659564000000003,2015-01-05,De 16:25 a 19:09,16:25,16:59,16,25,16,59
27,27,-46.7040693,-23.659564000000003,2015-01-05,De 16:25 a 19:09,17:00,17:59,17,0,17,59
28,28,-46.7040693,-23.659564000000003,2015-01-05,De 16:25 a 19:09,18:00,18:59,18,0,18,59
29,29,-46.7040693,-23.659564000000003,2015-01-05,De 16:25 a 19:09,19:00,19:09,19,0,19,9
30,30,-46.65127879999999,-23.599446,2015-01-05,De 15:36 a 15:45,15:36,15:45,15,36,15,45
31,31,-46.72677589999999,-23.6656675,2015-01-06,De 18:25 a 19:47,18:25,18:59,18,25,18,59
32,32,-46.72677589999999,-23.6656675,2015-01-06,De 18:25 a 19:47,19:00,19:47,19,0,19,47
33,33,-46.72525870000001,-23.6674064,2015-01-06,De 19:39 a 23:59,19:39,19:59,19,39,19,59
34,34,-46.72525870000001,-23.6674064,2015-01-06,De 19:39 a 23:59,20:00,20:59,20,0,20,59
35,35,-46.72525870000001,-23.6674064,2015-01-06,De 19:39 a 23:59,21:00,21:59,21,0,21,59
36,36,-46.72525870000001,-23.6674064,2015-01-06,De 19:39 a 23:59,22:00,22:59,22,0,22,59
37,37,-46.72525870000001,-23.6674064,2015-01-06,De 19:39 a 23:59,23:00,23:59,23,0,23,59
38,38,-46.6989804,-23.6755773,2015-01-06,De 17:22 a 19:42,17:22,17:59,17,22,17,59
39,39,-46.6989804,-23.6755773,2015-01-06,De 17:22 a 19:42,18:00,18:59,18,0,18,59
40,40,-46.6989804,-23.6755773,2015-01-06,De 17:22 a 19:42,19:00,19:42,19,0,19,42
41,41,-46.691945,-23.6841075,2015-01-06,De 17:25 a 19:42,17:25,17:59,17,25,17,59
42,42,-46.691945,-23.6841075,2015-01-06,De 17:25 a 19:42,18:00,18:59,18,0,18,59
43,43,-46.691945,-23.6841075,2015-01-06,De 17:25 a 19:42,19:00,19:42,19,0,19,42
44,44,-46.6973162,-23.6077583,2015-01-06,De 17:26 a 18:46,17:26,17:59,17,26,17,59
45,45,-46.6973162,-23.6077583,2015-01-06,De 17:26 a 18:46,18:00,18:46,18,0,18,46
46,46,-46.7010161,-23.673164,2015-01-06,De 17:36 a 17:58,17:36,17:58,17,36,17,58
47,47,-46.7048098,-23.6604082,2015-01-06,De 17:44 a 20:01,17:44,17:59,17,44,17,59
48,48,-46.7048098,-23.6604082,2015-01-06,De 17:44 a 20:01,18:00,18:59,18,0,18,59
49,49,-46.7048098,-23.6604082,2015-01-06,De 17:44 a 20:01,19:00,19:59,19,0,19,59
50,50,-46.7048098,-23.6604082,2015-01-06,De 17:44 a 20:01,20:00,20:01,20,0,20,1
51,51,-46.6846383,-23.5039206,2015-01-07,De 17:15 a 18:00,17:15,17:59,17,15,17,59
52,52,-46.6846383,-23.5039206,2015-01-07,De 17:15 a 18:00,18:00,18:00,18,0,18,0
53,53,-46.6846383,-23.5039206,2015-01-07,De 20:28 a 21:08,20:28,20:59,20,28,20,59
54,54,-46.6846383,-23.5039206,2015-01-07,De 20:28 a 21:08,21:00,21:08,21,0,21,8
55,55,-46.63330939999999,-23.5505199,2015-01-07,De 21:14 a 22:24,21:14,21:59,21,14,21,59
56,56,-46.63330939999999,-23.5505199,2015-01-07,De 21:14 a 22:24,22:00,22:24,22,0,22,24
57,57,-46.6580219,-23.5617929,2015-01-07,De 18:55 a 20:10,18:55,18:59,18,55,18,59
58,58,-46.6580219,-23.5617929,2015-01-07,De 18:55 a 20:10,19:00,19:59,19,0,19,59
59,59,-46.6580219,-23.5617929,2015-01-07,De 18:55 a 20:10,20:00,20:10,20,0,20,10
60,60,-46.4484711,-23.5366413,2015-01-07,De 18:15 a 19:00,18:15,18:59,18,15,18,59
61,61,-46.4484711,-23.5366413,2015-01-07,De 18:15 a 19:00,19:00,19:00,19,0,19,0
62,62,-46.4625835,-23.5433434,2015-01-07,De 18:40 a 22:53,18:40,18:59,18,40,18,59
63,63,-46.4625835,-23.5433434,2015-01-07,De 18:40 a 22:53,19:00,19:59,19,0,19,59
64,64,-46.4625835,-23.5433434,2015-01-07,De 18:40 a 22:53,20:00,20:59,20,0,20,59
65,65,-46.4625835,-23.5433434,2015-01-07,De 18:40 a 22:53,21:00,21:59,21,0,21,59
66,66,-46.4625835,-23.5433434,2015-01-07,De 18:40 a 22:53,22:00,22:53,22,0,22,53
67,67,-46.587157,-23.5431983,2015-01-07,De 16:53 a 18:27,16:53,16:59,16,53,16,59
68,68,-46.587157,-23.5431983,2015-01-07,De 16:53 a 18:27,17:00,17:59,17,0,17,59
69,69,-46.587157,-23.5431983,2015-01-07,De 16:53 a 18:27,18:00,18:27,18,0,18,27
70,70,-46.62476289999999,-23.53409580000001,2015-01-07,De 21:22 a 23:59,21:22,21:59,21,22,21,59
71,71,-46.62476289999999,-23.53409580000001,2015-01-07,De 21:22 a 23:59,22:00,22:59,22,0,22,59
72,72,-46.62476289999999,-23.53409580000001,2015-01-07,De 21:22 a 23:59,23:00,23:59,23,0,23,59
73,73,-46.587157,-23.5431983,2015-01-07,De 21:49 a 23:59,21:49,21:59,21,49,21,59
74,74,-46.587157,-23.5431983,2015-01-07,De 21:49 a 23:59,22:00,22:59,22,0,22,59
75,75,-46.587157,-23.5431983,2015-01-07,De 21:49 a 23:59,23:00,23:59,23,0,23,59
76,76,-46.6251826,-23.5193621,2015-01-07,De 22:26 a 23:59,22:26,22:59,22,26,22,59
77,77,-46.6251826,-23.5193621,2015-01-07,De 22:26 a 23:59,23:00,23:59,23,0,23,59
78,78,-46.64946399999999,-23.5179509,2015-01-07,De 22:31 a 23:59,22:31,22:59,22,31,22,59
79,79,-46.64946399999999,-23.5179509,2015-01-07,De 22:31 a 23:59,23:00,23:59,23,0,23,59
80,80,-46.64946399999999,-23.5179509,2015-01-07,De 22:37 a 23:59,22:37,22:59,22,37,22,59
81,81,-46.64946399999999,-23.5179509,2015-01-07,De 22:37 a 23:59,23:00,23:59,23,0,23,59
82,82,-46.453903,-23.5332428,2015-01-07,De 18:18 a 20:37,18:18,18:59,18,18,18,59
83,83,-46.453903,-23.5332428,2015-01-07,De 18:18 a 20:37,19:00,19:59,19,0,19,59
84,84,-46.453903,-23.5332428,2015-01-07,De 18:18 a 20:37,20:00,20:37,20,0,20,37
85,85,-46.52890170000001,-23.5146443,2015-01-07,De 18:23 a 20:09,18:23,18:59,18,23,18,59
86,86,-46.52890170000001,-23.5146443,2015-01-07,De 18:23 a 20:09,19:00,19:59,19,0,19,59
87,87,-46.52890170000001,-23.5146443,2015-01-07,De 18:23 a 20:09,20:00,20:09,20,0,20,9
88,88,-46.53032049999999,-23.5148306,2015-01-07,De 18:30 a 19:50,18:30,18:59,18,30,18,59
89,89,-46.53032049999999,-23.5148306,2015-01-07,De 18:30 a 19:50,19:00,19:50,19,0,19,50
90,90,-46.7484579,-23.4042104,2015-01-07,De 22:37 a 23:59,22:37,22:59,22,37,22,59
91,91,-46.7484579,-23.4042104,2015-01-07,De 22:37 a 23:59,23:00,23:59,23,0,23,59
92,92,-46.4494444,-23.5409715,2015-01-07,De 22:32 a 23:59,22:32,22:59,22,32,22,59
93,93,-46.4494444,-23.5409715,2015-01-07,De 22:32 a 23:59,23:00,23:59,23,0,23,59
94,94,-46.62013889999999,-23.5904137,2015-01-07,De 21:09 a 22:13,21:09,21:59,21,9,21,59
95,95,-46.62013889999999,-23.5904137,2015-01-07,De 21:09 a 22:13,22:00,22:13,22,0,22,13
96,96,-46.6846383,-23.5039206,2015-01-08,De 19:07 a 19:25,19:07,19:25,19,7,19,25
97,97,-46.6244208,-23.5287445,2015-01-08,De 18:50 a 23:59,18:50,18:59,18,50,18,59
98,98,-46.6244208,-23.5287445,2015-01-08,De 18:50 a 23:59,19:00,19:59,19,0,19,59
99,99,-46.6244208,-23.5287445,2015-01-08,De 18:50 a 23:59,20:00,20:59,20,0,20,59
100,100,-46.6244208,-23.5287445,2015-01-08,De 18:50 a 23:59,21:00,21:59,21,0,21,59
101,101,-46.6244208,-23.5287445,2015-01-08,De 18:50 a 23:59,22:00,22:59,22,0,22,59
102,102,-46.6244208,-23.5287445,2015-01-08,De 18:50 a 23:59,23:00,23:59,23,0,23,59
103,103,-46.62484329999999,-23.5140237,2015-01-08,De 18:56 a 22:08,18:56,18:59,18,56,18,59
104,104,-46.62484329999999,-23.5140237,2015-01-08,De 18:56 a 22:08,19:00,19:59,19,0,19,59
105,105,-46.62484329999999,-23.5140237,2015-01-08,De 18:56 a 22:08,20:00,20:59,20,0,20,59
106,106,-46.62484329999999,-23.5140237,2015-01-08,De 18:56 a 22:08,21:00,21:59,21,0,21,59
107,107,-46.62484329999999,-23.5140237,2015-01-08,De 18:56 a 22:08,22:00,22:08,22,0,22,8
108,108,-46.64075689999999,-23.5492156,2015-01-08,De 18:57 a 19:50,18:57,18:59,18,57,18,59
109,109,-46.64075689999999,-23.5492156,2015-01-08,De 18:57 a 19:50,19:00,19:50,19,0,19,50
110,110,-46.6972704,-23.5974359,2015-01-08,De 18:48 a 20:13,18:48,18:59,18,48,18,59
111,111,-46.6972704,-23.5974359,2015-01-08,De 18:48 a 20:13,19:00,19:59,19,0,19,59
112,112,-46.6972704,-23.5974359,2015-01-08,De 18:48 a 20:13,20:00,20:13,20,0,20,13
113,113,-46.6972704,-23.5974359,2015-01-08,De 19:05 a 20:54,19:05,19:59,19,5,19,59
114,114,-46.6972704,-23.5974359,2015-01-08,De 19:05 a 20:54,20:00,20:54,20,0,20,54
115,115,-46.6990833,-23.6053438,2015-01-08,De 19:08 a 19:55,19:08,19:55,19,8,19,55
116,116,-46.677148,-23.5300038,2015-01-08,De 18:54 a 20:33,18:54,18:59,18,54,18,59
117,117,-46.677148,-23.5300038,2015-01-08,De 18:54 a 20:33,19:00,19:59,19,0,19,59
118,118,-46.677148,-23.5300038,2015-01-08,De 18:54 a 20:33,20:00,20:33,20,0,20,33
119,119,-46.696324,-23.5860954,2015-01-08,De 19:05 a 20:39,19:05,19:59,19,5,19,59
120,120,-46.696324,-23.5860954,2015-01-08,De 19:05 a 20:39,20:00,20:39,20,0,20,39
121,121,-46.70226780000001,-23.572807,2015-01-08,De 18:42 a 21:15,18:42,18:59,18,42,18,59
122,122,-46.70226780000001,-23.572807,2015-01-08,De 18:42 a 21:15,19:00,19:59,19,0,19,59
123,123,-46.70226780000001,-23.572807,2015-01-08,De 18:42 a 21:15,20:00,20:59,20,0,20,59
124,124,-46.70226780000001,-23.572807,2015-01-08,De 18:42 a 21:15,21:00,21:15,21,0,21,15
125,125,-46.7044215,-23.5620575,2015-01-08,De 18:43 a 20:40,18:43,18:59,18,43,18,59
126,126,-46.7044215,-23.5620575,2015-01-08,De 18:43 a 20:40,19:00,19:59,19,0,19,59
127,127,-46.7044215,-23.5620575,2015-01-08,De 18:43 a 20:40,20:00,20:40,20,0,20,40
128,128,-46.6949583,-23.5942651,2015-01-08,De 18:45 a 20:14,18:45,18:59,18,45,18,59
129,129,-46.6949583,-23.5942651,2015-01-08,De 18:45 a 20:14,19:00,19:59,19,0,19,59
130,130,-46.6949583,-23.5942651,2015-01-08,De 18:45 a 20:14,20:00,20:14,20,0,20,14
131,131,-46.682744,-23.601353,2015-01-08,De 18:50 a 20:52,18:50,18:59,18,50,18,59
132,132,-46.682744,-23.601353,2015-01-08,De 18:50 a 20:52,19:00,19:59,19,0,19,59
133,133,-46.682744,-23.601353,2015-01-08,De 18:50 a 20:52,20:00,20:52,20,0,20,52
134,134,-46.6671251,-23.5738923,2015-01-08,De 18:55 a 20:06,18:55,18:59,18,55,18,59
135,135,-46.6671251,-23.5738923,2015-01-08,De 18:55 a 20:06,19:00,19:59,19,0,19,59
136,136,-46.6671251,-23.5738923,2015-01-08,De 18:55 a 20:06,20:00,20:06,20,0,20,6
137,137,-46.69631,-23.58633,2015-01-08,De 18:59 a 23:59,18:59,18:59,18,59,18,59
138,138,-46.69631,-23.58633,2015-01-08,De 18:59 a 23:59,19:00,19:59,19,0,19,59
139,139,-46.69631,-23.58633,2015-01-08,De 18:59 a 23:59,20:00,20:59,20,0,20,59
140,140,-46.69631,-23.58633,2015-01-08,De 18:59 a 23:59,21:00,21:59,21,0,21,59
141,141,-46.69631,-23.58633,2015-01-08,De 18:59 a 23:59,22:00,22:59,22,0,22,59
142,142,-46.69631,-23.58633,2015-01-08,De 18:59 a 23:59,23:00,23:59,23,0,23,59
143,143,-46.63330939999999,-23.5505199,2015-01-08,De 19:00 a 19:51,19:00,19:51,19,0,19,51
144,144,-46.7009973,-23.6181633,2015-01-08,De 19:09 a 19:54,19:09,19:54,19,9,19,54
145,145,-46.68204799999999,-23.5886531,2015-01-08,De 19:11 a 21:00,19:11,19:59,19,11,19,59
146,146,-46.68204799999999,-23.5886531,2015-01-08,De 19:11 a 21:00,20:00,20:59,20,0,20,59
147,147,-46.68204799999999,-23.5886531,2015-01-08,De 19:11 a 21:00,21:00,21:00,21,0,21,0
148,148,-46.6023316,-23.5476707,2015-01-08,De 18:56 a 20:23,18:56,18:59,18,56,18,59
149,149,-46.6023316,-23.5476707,2015-01-08,De 18:56 a 20:23,19:00,19:59,19,0,19,59
150,150,-46.6023316,-23.5476707,2015-01-08,De 18:56 a 20:23,20:00,20:23,20,0,20,23
151,151,-46.6262138,-23.53196010000001,2015-01-08,De 19:09 a 20:21,19:09,19:59,19,9,19,59
152,152,-46.6262138,-23.53196010000001,2015-01-08,De 19:09 a 20:21,20:00,20:21,20,0,20,21
153,153,-46.6122599,-23.5403315,2015-01-08,De 19:27 a 20:51,19:27,19:59,19,27,19,59
154,154,-46.6122599,-23.5403315,2015-01-08,De 19:27 a 20:51,20:00,20:51,20,0,20,51
155,155,-46.691945,-23.6841075,2015-01-08,De 19:11 a 20:39,19:11,19:59,19,11,19,59
156,156,-46.691945,-23.6841075,2015-01-08,De 19:11 a 20:39,20:00,20:39,20,0,20,39
157,157,-46.654522,-23.5834742,2015-01-08,De 18:41 a 19:18,18:41,18:59,18,41,18,59
158,158,-46.654522,-23.5834742,2015-01-08,De 18:41 a 19:18,19:00,19:18,19,0,19,18
159,159,-46.65128139999999,-23.6030974,2015-01-08,De 18:56 a 19:19,18:56,18:59,18,56,18,59
160,160,-46.65128139999999,-23.6030974,2015-01-08,De 18:56 a 19:19,19:00,19:19,19,0,19,19
161,161,-46.6854665,-23.5038338,2015-01-10,De 20:07 a 21:01,20:07,20:59,20,7,20,59
162,162,-46.6854665,-23.5038338,2015-01-10,De 20:07 a 21:01,21:00,21:01,21,0,21,1
163,163,-46.6846383,-23.5039206,2015-01-10,De 20:09 a 21:07,20:09,20:59,20,9,20,59
164,164,-46.6846383,-23.5039206,2015-01-10,De 20:09 a 21:07,21:00,21:07,21,0,21,7
165,165,-46.7275323,-23.5108939,2015-01-10,De 19:17 a 20:05,19:17,19:59,19,17,19,59
166,166,-46.7275323,-23.5108939,2015-01-10,De 19:17 a 20:05,20:00,20:05,20,0,20,5
167,167,-46.68633579999999,-23.5087688,2015-01-10,De 19:30 a 20:16,19:30,19:59,19,30,19,59
168,168,-46.68633579999999,-23.5087688,2015-01-10,De 19:30 a 20:16,20:00,20:16,20,0,20,16
169,169,-46.6854196,-23.5261506,2015-01-10,De 20:30 a 20:47,20:30,20:47,20,30,20,47
170,170,-46.7115218,-23.558288600000004,2015-01-11,De 18:11 a 20:49,18:11,18:59,18,11,18,59
171,171,-46.7115218,-23.558288600000004,2015-01-11,De 18:11 a 20:49,19:00,19:59,19,0,19,59
172,172,-46.7115218,-23.558288600000004,2015-01-11,De 18:11 a 20:49,20:00,20:49,20,0,20,49
173,173,-46.7021829,-23.5781011,2015-01-11,De 19:49 a 23:59,19:49,19:59,19,49,19,59
174,174,-46.7021829,-23.5781011,2015-01-11,De 19:49 a 23:59,20:00,20:59,20,0,20,59
175,175,-46.7021829,-23.5781011,2015-01-11,De 19:49 a 23:59,21:00,21:59,21,0,21,59
176,176,-46.7021829,-23.5781011,2015-01-11,De 19:49 a 23:59,22:00,22:59,22,0,22,59
177,177,-46.7021829,-23.5781011,2015-01-11,De 19:49 a 23:59,23:00,23:59,23,0,23,59
178,178,-46.7327217,-23.5448387,2015-01-11,De 18:18 a 23:59,18:18,18:59,18,18,18,59
179,179,-46.7327217,-23.5448387,2015-01-11,De 18:18 a 23:59,19:00,19:59,19,0,19,59
180,180,-46.7327217,-23.5448387,2015-01-11,De 18:18 a 23:59,20:00,20:59,20,0,20,59
181,181,-46.7327217,-23.5448387,2015-01-11,De 18:18 a 23:59,21:00,21:59,21,0,21,59
182,182,-46.7327217,-23.5448387,2015-01-11,De 18:18 a 23:59,22:00,22:59,22,0,22,59
183,183,-46.7327217,-23.5448387,2015-01-11,De 18:18 a 23:59,23:00,23:59,23,0,23,59
184,184,-46.7010993,-23.572184,2015-01-11,De 17:20 a 17:43,17:20,17:43,17,20,17,43
185,185,-46.696141,-23.5715512,2015-01-11,De 17:35 a 19:05,17:35,17:59,17,35,17,59
186,186,-46.696141,-23.5715512,2015-01-11,De 17:35 a 19:05,18:00,18:59,18,0,18,59
187,187,-46.696141,-23.5715512,2015-01-11,De 17:35 a 19:05,19:00,19:05,19,0,19,5
188,188,-46.64075689999999,-23.5492156,2015-01-12,De 16:45 a 19:15,16:45,16:59,16,45,16,59
189,189,-46.64075689999999,-23.5492156,2015-01-12,De 16:45 a 19:15,17:00,17:59,17,0,17,59
190,190,-46.64075689999999,-23.5492156,2015-01-12,De 16:45 a 19:15,18:00,18:59,18,0,18,59
191,191,-46.64075689999999,-23.5492156,2015-01-12,De 16:45 a 19:15,19:00,19:15,19,0,19,15
192,192,-46.6393536,-23.5502757,2015-01-12,De 16:52 a 19:01,16:52,16:59,16,52,16,59
193,193,-46.6393536,-23.5502757,2015-01-12,De 16:52 a 19:01,17:00,17:59,17,0,17,59
194,194,-46.6393536,-23.5502757,2015-01-12,De 16:52 a 19:01,18:00,18:59,18,0,18,59
195,195,-46.6393536,-23.5502757,2015-01-12,De 16:52 a 19:01,19:00,19:01,19,0,19,1
196,196,-46.6285664,-23.5571917,2015-01-12,De 17:23 a 19:25,17:23,17:59,17,23,17,59
197,197,-46.6285664,-23.5571917,2015-01-12,De 17:23 a 19:25,18:00,18:59,18,0,18,59
198,198,-46.6285664,-23.5571917,2015-01-12,De 17:23 a 19:25,19:00,19:25,19,0,19,25
199,199,-46.6023316,-23.5476707,2015-01-12,De 17:07 a 17:50,17:07,17:50,17,7,17,50
200,200,-46.6129659,-23.5406399,2015-01-12,De 17:41 a 18:20,17:41,17:59,17,41,17,59
201,201,-46.6129659,-23.5406399,2015-01-12,De 17:41 a 18:20,18:00,18:20,18,0,18,20
202,202,-46.7122024,-23.6726992,2015-01-12,De 16:29 a 18:18,16:29,16:59,16,29,16,59
203,203,-46.7122024,-23.6726992,2015-01-12,De 16:29 a 18:18,17:00,17:59,17,0,17,59
204,204,-46.7122024,-23.6726992,2015-01-12,De 16:29 a 18:18,18:00,18:18,18,0,18,18
205,205,-46.71244129999999,-23.679213,2015-01-12,De 16:29 a 18:18,16:29,16:59,16,29,16,59
206,206,-46.71244129999999,-23.679213,2015-01-12,De 16:29 a 18:18,17:00,17:59,17,0,17,59
207,207,-46.71244129999999,-23.679213,2015-01-12,De 16:29 a 18:18,18:00,18:18,18,0,18,18
208,208,-46.7152803,-23.6994825,2015-01-12,De 16:35 a 18:17,16:35,16:59,16,35,16,59
209,209,-46.7152803,-23.6994825,2015-01-12,De 16:35 a 18:17,17:00,17:59,17,0,17,59
210,210,-46.7152803,-23.6994825,2015-01-12,De 16:35 a 18:17,18:00,18:17,18,0,18,17
211,211,-46.7130319,-23.6658875,2015-01-12,De 17:06 a 19:27,17:06,17:59,17,6,17,59
212,212,-46.7130319,-23.6658875,2015-01-12,De 17:06 a 19:27,18:00,18:59,18,0,18,59
213,213,-46.7130319,-23.6658875,2015-01-12,De 17:06 a 19:27,19:00,19:27,19,0,19,27
214,214,-46.7288787,-23.6465815,2015-01-12,De 16:38 a 18:28,16:38,16:59,16,38,16,59
215,215,-46.7288787,-23.6465815,2015-01-12,De 16:38 a 18:28,17:00,17:59,17,0,17,59
216,216,-46.7288787,-23.6465815,2015-01-12,De 16:38 a 18:28,18:00,18:28,18,0,18,28
217,217,-46.740913600000006,-23.6714244,2015-01-12,De 17:14 a 19:18,17:14,17:59,17,14,17,59
218,218,-46.740913600000006,-23.6714244,2015-01-12,De 17:14 a 19:18,18:00,18:59,18,0,18,59
219,219,-46.740913600000006,-23.6714244,2015-01-12,De 17:14 a 19:18,19:00,19:18,19,0,19,18
220,220,-46.70774489999999,-23.663223100000003,2015-01-12,De 16:29 a 19:31,16:29,16:59,16,29,16,59
221,221,-46.70774489999999,-23.663223100000003,2015-01-12,De 16:29 a 19:31,17:00,17:59,17,0,17,59
222,222,-46.70774489999999,-23.663223100000003,2015-01-12,De 16:29 a 19:31,18:00,18:59,18,0,18,59
223,223,-46.70774489999999,-23.663223100000003,2015-01-12,De 16:29 a 19:31,19:00,19:31,19,0,19,31
224,224,-46.6973162,-23.6077583,2015-01-12,De 16:31 a 19:20,16:31,16:59,16,31,16,59
225,225,-46.6973162,-23.6077583,2015-01-12,De 16:31 a 19:20,17:00,17:59,17,0,17,59
226,226,-46.6973162,-23.6077583,2015-01-12,De 16:31 a 19:20,18:00,18:59,18,0,18,59
227,227,-46.6973162,-23.6077583,2015-01-12,De 16:31 a 19:20,19:00,19:20,19,0,19,20
228,228,-46.7218284,-23.6510867,2015-01-12,De 16:37 a 18:08,16:37,16:59,16,37,16,59
229,229,-46.7218284,-23.6510867,2015-01-12,De 16:37 a 18:08,17:00,17:59,17,0,17,59
230,230,-46.7218284,-23.6510867,2015-01-12,De 16:37 a 18:08,18:00,18:08,18,0,18,8
231,231,-46.6989804,-23.6755773,2015-01-12,De 16:38 a 19:20,16:38,16:59,16,38,16,59
232,232,-46.6989804,-23.6755773,2015-01-12,De 16:38 a 19:20,17:00,17:59,17,0,17,59
233,233,-46.6989804,-23.6755773,2015-01-12,De 16:38 a 19:20,18:00,18:59,18,0,18,59
234,234,-46.6989804,-23.6755773,2015-01-12,De 16:38 a 19:20,19:00,19:20,19,0,19,20
235,235,-46.691945,-23.6841075,2015-01-12,De 16:39 a 19:16,16:39,16:59,16,39,16,59
236,236,-46.691945,-23.6841075,2015-01-12,De 16:39 a 19:16,17:00,17:59,17,0,17,59
237,237,-46.691945,-23.6841075,2015-01-12,De 16:39 a 19:16,18:00,18:59,18,0,18,59
238,238,-46.691945,-23.6841075,2015-01-12,De 16:39 a 19:16,19:00,19:16,19,0,19,16
239,239,-46.7253607,-23.6462723,2015-01-12,De 16:41 a 18:29,16:41,16:59,16,41,16,59
240,240,-46.7253607,-23.6462723,2015-01-12,De 16:41 a 18:29,17:00,17:59,17,0,17,59
241,241,-46.7253607,-23.6462723,2015-01-12,De 16:41 a 18:29,18:00,18:29,18,0,18,29
242,242,-46.7241725,-23.6415424,2015-01-12,De 16:43 a 18:28,16:43,16:59,16,43,16,59
243,243,-46.7241725,-23.6415424,2015-01-12,De 16:43 a 18:28,17:00,17:59,17,0,17,59
244,244,-46.7241725,-23.6415424,2015-01-12,De 16:43 a 18:28,18:00,18:28,18,0,18,28
245,245,-46.69167590000001,-23.6256401,2015-01-12,De 16:58 a 18:07,16:58,16:59,16,58,16,59
246,246,-46.69167590000001,-23.6256401,2015-01-12,De 16:58 a 18:07,17:00,17:59,17,0,17,59
247,247,-46.69167590000001,-23.6256401,2015-01-12,De 16:58 a 18:07,18:00,18:07,18,0,18,7
248,248,-46.6886796,-23.625818,2015-01-12,De 17:00 a 18:07,17:00,17:59,17,0,17,59
249,249,-46.6886796,-23.625818,2015-01-12,De 17:00 a 18:07,18:00,18:07,18,0,18,7
250,250,-46.7076066,-23.6631171,2015-01-12,De 17:01 a 19:31,17:01,17:59,17,1,17,59
251,251,-46.7076066,-23.6631171,2015-01-12,De 17:01 a 19:31,18:00,18:59,18,0,18,59
252,252,-46.7076066,-23.6631171,2015-01-12,De 17:01 a 19:31,19:00,19:31,19,0,19,31
253,253,-46.687386,-23.62648410000001,2015-01-12,De 18:04 a 19:06,18:04,18:59,18,4,18,59
254,254,-46.687386,-23.62648410000001,2015-01-12,De 18:04 a 19:06,19:00,19:06,19,0,19,6
255,255,-46.5998274,-23.5826871,2015-01-12,De 16:51 a 17:24,16:51,16:59,16,51,16,59
256,256,-46.5998274,-23.5826871,2015-01-12,De 16:51 a 17:24,17:00,17:24,17,0,17,24
257,257,-46.771511,-23.6663914,2015-01-12,De 17:07 a 17:22,17:07,17:22,17,7,17,22
258,258,-46.6287942,-23.6253758,2015-01-12,De 17:07 a 17:24,17:07,17:24,17,7,17,24
259,259,-46.60910459999999,-23.5771931,2015-01-12,De 17:22 a 17:57,17:22,17:57,17,22,17,57
260,260,-46.6141567,-23.5819598,2015-01-12,De 17:22 a 19:11,17:22,17:59,17,22,17,59
