,latitude,longitude,counts
1311,-23.5032685,-46.7190677,4
942,-23.529881,-46.58823599999999,4
944,-23.529634,-46.6773859,4
1264,-23.5078804,-46.74770529999999,4
1243,-23.5091333,-46.6627928,4
1342,-23.4942799,-46.73666679999999,4
964,-23.5283516,-46.670834,4
1367,-23.4850698,-46.4353936,4
912,-23.5338665,-46.7493309,4
1162,-23.515404,-46.6965773,4
961,-23.5285662,-46.4894712,4
810,-23.5390303,-46.4583174,4
1418,-23.409129,-46.7348031,4
1147,-23.5162451,-46.662836,4
1151,-23.5161178,-46.6961083,4
1152,-23.5157908,-46.5544015,4
807,-23.539152800000004,-46.4818311,4
1044,-23.5229832,-46.6947011,4
887,-23.5358791,-46.5525668,4
883,-23.5359918,-46.4884024,4
799,-23.5394704,-46.48372929999999,4
1247,-23.5089922,-46.7175444,4
970,-23.5278403,-46.6710253,4
1404,-23.4531361,-46.697425,4
976,-23.5274019,-46.555048600000006,4
1358,-23.48944310000001,-46.7558084,4
1209,-23.5127517,-46.51837829999999,4
1206,-23.5129139,-46.6932581,4
1215,-23.5118839,-46.7042604,4
1277,-23.5067077,-46.6997051,4
907,-23.5343594,-46.6641583,4
1014,-23.5253632,-46.5759315,4
1217,-23.5118083,-46.6244615,4
1100,-23.5196388,-46.6750892,4
1280,-23.5060815,-46.60251,4
1355,-23.490541600000004,-46.40770759999999,4
1108,-23.5192389,-46.6770941,4
1303,-23.5038989,-46.6847107,4
1222,-23.5115481,-46.6100596,4
1115,-23.5188743,-46.67451629999999,4
992,-23.5268157,-46.5748378,4
1187,-23.5142626,-46.65375039999999,4
990,-23.52686,-46.4323,4
865,-23.5364731,-46.62647570000001,4
1181,-23.5146301,-46.63048010000001,4
830,-23.5379004,-46.5496566,4
1363,-23.4879097,-46.3943802,4
983,-23.5270904,-46.68438949999999,4
868,-23.5363974,-46.45760869999999,4
1383,-23.4732063,-46.6701245,4
1076,-23.5208168,-46.65727099999999,4
1019,-23.5250248,-46.5570546,4
1156,-23.515672,-46.67377800000001,4
716,-23.5432531,-46.64141799999999,4
285,-23.6057845,-46.54323770000001,4
177,-23.628951,-46.6654591,4
175,-23.6300287,-46.7135656,4
584,-23.5565094,-46.44646059999999,4
447,-23.5804918,-46.6931583,4
118,-23.6531866,-46.719877,4
165,-23.6347959,-46.75499019999999,4
325,-23.5981419,-46.53341079999999,4
286,-23.6056435,-46.6960709,4
467,-23.5764224,-46.7076636,4
600,-23.5555434,-46.51777149999999,4
602,-23.5553996,-46.64961270000001,4
72,-23.6655587,-46.7270189,4
269,-23.6094348,-46.6646238,4
370,-23.5885879,-46.5894919,4
608,-23.5542021,-46.7081671,4
612,-23.553779100000003,-46.48957070000001,4
43,-23.6756933,-46.7488761,4
709,-23.5438989,-46.6327976,4
279,-23.6072419,-46.69968309999999,4
455,-23.578661,-46.6455268,4
127,-23.6510867,-46.7218284,4
356,-23.5903374,-46.7302593,4
280,-23.6071962,-46.6971499,4
27,-23.6898831,-46.71481139999999,4
281,-23.6071829,-46.6656996,4
348,-23.5910518,-46.7303598,4
725,-23.5425427,-46.637882,4
459,-23.5782668,-46.69444960000001,4
347,-23.591296300000003,-46.6649432,4
615,-23.5529706,-46.627598600000006,4
613,-23.5537671,-46.70772150000001,4
458,-23.5783267,-46.6664954,4
321,-23.5989379,-46.6976231,4
322,-23.5989085,-46.437798,4
368,-23.588773,-46.5982209,4
272,-23.608409,-46.675497,4
102,-23.6600915,-46.70253169999999,4
312,-23.6007074,-46.6513995,4
6,-23.7500595,-46.6880682,4
677,-23.5472403,-46.6003592,4
9,-23.7360009,-46.6947123,4
475,-23.574391,-46.3931267,4
260,-23.611042,-46.6283031,4
108,-23.658568,-46.7674511,4
550,-23.5631111,-46.6303958,4
405,-23.5845373,-46.5782809,4
500,-23.5717322,-46.70847879999999,4
690,-23.5451338,-46.5943735,4
295,-23.6042148,-46.7190064,4
1,-23.7931135,-46.72920360000001,4
443,-23.5817161,-46.4152394,4
667,-23.5479106,-46.6500531,4
210,-23.62258,-46.472191,4
489,-23.5723966,-46.66505979999999,4
562,-23.5599017,-46.6601825,4
200,-23.6243312,-46.6950615,4
485,-23.5726084,-46.5044544,4
763,-23.5408743,-46.6437561,4
516,-23.5694294,-46.7013964,4
217,-23.6211685,-46.6984326,4
553,-23.5626732,-46.60702970000001,4
683,-23.54649980000001,-46.52856060000001,5
419,-23.583064,-46.69962599999999,5
112,-23.6561976,-46.7075767,5
436,-23.5821024,-46.5925562,5
449,-23.5801065,-46.720886,5
941,-23.5299169,-46.6672647,5
1124,-23.5184507,-46.61557029999999,5
513,-23.5708383,-46.70110469999999,5
121,-23.6526767,-46.71899310000001,5
936,-23.530649,-46.59294600000001,5
666,-23.5479302,-46.6027783,5
452,-23.5793251,-46.7102626,5
919,-23.5330652,-46.6436189,5
650,-23.54980560000001,-46.6304873,5
1432,-23.4016619,-46.7200543,5
797,-23.5395264,-46.4855629,5
1300,-23.5040888,-46.6998718,5
524,-23.5679672,-46.7424889,5
528,-23.56740060000001,-46.66800689999999,5
1042,-23.5230904,-46.6554938,5
1041,-23.523097600000003,-46.558299700000006,5
1040,-23.5231466,-46.625245,5
1287,-23.5052068,-46.5616485,5
1285,-23.5053809,-46.6051545,5
1029,-23.5240806,-46.7434674,5
1028,-23.5242255,-46.7423395,5
549,-23.5631722,-46.6122119,5
1316,-23.50270260000001,-46.7476636,5
556,-23.5620575,-46.7044215,5
213,-23.6222458,-46.6845278,5
1081,-23.5206876,-46.70153699999999,5
477,-23.5739871,-46.7102879,5
1095,-23.51993,-46.63014,5
173,-23.6308568,-46.4605088,5
166,-23.6347297,-46.7275418,5
1330,-23.5000172,-46.528045,5
1269,-23.5073552,-46.7074648,5
155,-23.6399093,-46.72113119999999,5
603,-23.5553807,-46.7377449,5
975,-23.5275631,-46.6648039,5
973,-23.5276302,-46.50953610000001,5
972,-23.527712,-46.446177,5
1114,-23.5189326,-46.6547652,5
954,-23.5292394,-46.73712070000001,5
94,-23.6619281,-46.7065908,5
252,-23.612155800000004,-46.6074721,5
1416,-23.427137100000003,-46.7243753,5
823,-23.538294600000004,-46.59908950000001,5
825,-23.5381842,-46.59920040000001,5
1173,-23.5150019,-46.660809,5
69,-23.6659471,-46.72715909999999,5
826,-23.538148,-46.63312970000001,5
828,-23.5380002,-46.5993588,5
705,-23.54418900000001,-46.5798037,5
832,-23.5378738,-46.617678700000006,5
714,-23.5433434,-46.4625835,5
323,-23.59838,-46.57657929999999,5
866,-23.5364533,-46.6264669,5
1188,-23.5140237,-46.62484329999999,5
860,-23.5368272,-46.5885956,5
1399,-23.4586083,-46.607685,5
730,-23.5421158,-46.61499620000001,5
841,-23.53761230000001,-46.4559815,5
1406,-23.4445099,-46.5901083,5
733,-23.5420534,-46.64260789999999,5
1193,-23.5139769,-46.5780901,5
744,-23.5414492,-46.647657,5
850,-23.5372436,-46.45792549999999,5
338,-23.5945207,-46.6935321,5
685,-23.546205,-46.644679,5
1170,-23.5151388,-46.6412765,5
700,-23.5446106,-46.5300945,5
847,-23.5373637,-46.6333589,5
4,-23.75503,-46.67607839999999,5
778,-23.5401177,-46.7329196,5
383,-23.58671660000001,-46.6915577,5
304,-23.601849800000004,-46.6515005,5
1240,-23.5095435,-46.68984,5
1163,-23.5154038,-46.724085,5
802,-23.539384,-46.6350407,5
12,-23.7243301,-46.69990960000001,5
1419,-23.4072366,-46.73483479999999,5
1429,-23.404361,-46.7529665,5
903,-23.5349027,-46.6465075,5
893,-23.5353852,-46.6511929,5
273,-23.6083217,-46.69768999999999,5
586,-23.5564561,-46.6619089,6
1284,-23.5057052,-46.6805071,6
1061,-23.5218429,-46.7011174,6
34,-23.6810197,-46.6381862,6
1039,-23.5231498,-46.6528672,6
1200,-23.5134939,-46.5184131,6
1096,-23.51985,-46.6367498,6
296,-23.6040217,-46.6627277,6
806,-23.539224,-46.627824,6
469,-23.5756985,-46.7030048,6
793,-23.5395816,-46.632063,6
1290,-23.5046955,-46.6804069,6
787,-23.5397517,-46.610389700000006,6
1094,-23.5199979,-46.6133873,6
579,-23.55709,-46.7114872,6
1031,-23.5240625,-46.6001865,6
1074,-23.5208485,-46.6481897,6
1226,-23.5111321,-46.59976320000001,6
768,-23.540768300000003,-46.6436392,6
558,-23.56141400000001,-46.6558819,6
594,-23.5558033,-46.6675382,6
214,-23.622013,-46.70117370000001,6
320,-23.5989615,-46.7846665,6
19,-23.703722,-46.7145847,6
1421,-23.4068429,-46.7503193,6
220,-23.6206816,-46.627792,6
5,-23.7550249,-46.6753848,6
1005,-23.5258611,-46.6294411,6
757,-23.5410579,-46.6393203,6
1319,-23.5024925,-46.6152164,6
180,-23.628008800000003,-46.687554,6
836,-23.5378537,-46.4560667,6
186,-23.6273246,-46.6565842,6
582,-23.5566408,-46.6510565,6
407,-23.5843984,-46.5819068,6
207,-23.6229115,-46.6804626,6
885,-23.5359313,-46.49085909999999,6
643,-23.5502516,-46.5232584,6
441,-23.5818297,-46.5619739,6
251,-23.6123869,-46.67193839999999,6
647,-23.5500133,-46.60135229999999,6
648,-23.5499685,-46.6387338,6
105,-23.6595769,-46.7109345,6
124,-23.6522565,-46.72287070000001,6
1385,-23.4726383,-46.57143920000001,6
376,-23.5877404,-46.66424689999999,6
688,-23.5456891,-46.7343506,6
240,-23.6164796,-46.6988139,6
1354,-23.4908015,-46.50811760000001,6
701,-23.5442895,-46.5699637,6
448,-23.5802573,-46.6834092,6
889,-23.5357787,-46.6339497,6
671,-23.5476484,-46.5790292,6
652,-23.5496615,-46.63093350000001,6
1386,-23.472586,-46.6695061,6
259,-23.6110611,-46.75298520000001,6
1241,-23.5093563,-46.66569519999999,6
271,-23.6084121,-46.6973008,6
1192,-23.5139836,-46.5222637,6
1246,-23.5089951,-46.6111036,6
463,-23.5771931,-46.60910459999999,6
38,-23.6786374,-46.6507714,6
606,-23.5548132,-46.70621060000001,6
417,-23.5832788,-46.6991355,6
1245,-23.5090599,-46.6803603,6
914,-23.5336042,-46.7439006,6
154,-23.6409193,-46.7368533,6
146,-23.644588,-46.724498,6
63,-23.6669625,-46.7727005,6
86,-23.663223100000003,-46.70774489999999,6
131,-23.6489312,-46.75289160000001,6
454,-23.5788625,-46.662355,6
1066,-23.5215432,-46.6669695,7
504,-23.5715162,-46.6957335,7
1065,-23.521595,-46.6384886,7
1286,-23.5053224,-46.4570455,7
212,-23.6224124,-46.6282342,7
507,-23.5714639,-46.6989907,7
1214,-23.5124643,-46.67506160000001,7
402,-23.585104,-46.69074129999999,7
310,-23.6010331,-46.71854879999999,7
1055,-23.5222478,-46.62624870000001,7
1259,-23.5083144,-46.7141659,7
239,-23.6175205,-46.6617383,7
390,-23.58633,-46.69631,7
1097,-23.5198351,-46.6744444,7
1268,-23.5073626,-46.7057618,7
1201,-23.5133866,-46.7033226,7
341,-23.5930432,-46.73332509999999,7
460,-23.5781011,-46.7021829,7
1202,-23.5133355,-46.6674409,7
357,-23.5902154,-46.5438071,7
237,-23.6177669,-46.7017805,7
1118,-23.5187387,-46.616347,7
474,-23.5747064,-46.6079143,7
478,-23.5738923,-46.6671251,7
450,-23.5796747,-46.7015104,7
1122,-23.518459,-46.62415499999999,7
380,-23.5869911,-46.68963730000001,7
287,-23.6056014,-46.6642102,7
497,-23.572032,-46.6998123,7
1128,-23.518306,-46.62778400000001,7
1129,-23.5179567,-46.6515167,7
1069,-23.5213676,-46.6403982,7
256,-23.6115932,-46.7542352,7
335,-23.5955472,-46.5972196,7
1009,-23.5254955,-46.60152460000001,7
1297,-23.5041268,-46.6826885,7
984,-23.5270699,-46.7409553,7
157,-23.63972080000001,-46.72154159999999,7
1337,-23.4964599,-46.4065166,7
622,-23.5520792,-46.5985942,7
1341,-23.4949174,-46.4056838,7
144,-23.644725,-46.7237915,7
642,-23.5502562,-46.6380339,7
1347,-23.4929526,-46.4530079,7
654,-23.5492334,-46.6442819,7
116,-23.6539123,-46.7245974,7
669,-23.5477194,-46.56045870000001,7
924,-23.532303,-46.5289009,7
1294,-23.5043045,-46.6880606,7
911,-23.5338705,-46.7493269,7
986,-23.5270313,-46.6258718,7
902,-23.5349037,-46.6545554,7
1378,-23.4743887,-46.72523270000001,7
78,-23.6650434,-46.72156079999999,7
692,-23.5450479,-46.5957198,7
704,-23.5442054,-46.46051569999999,7
875,-23.5360774,-46.6516595,7
56,-23.6714244,-46.740913600000006,7
1392,-23.4672805,-46.5945746,7
741,-23.541847600000004,-46.6147544,7
853,-23.5370995,-46.6432256,7
1402,-23.4535352,-46.6719109,7
1403,-23.4532979,-46.6626584,7
837,-23.5378316,-46.64425620000001,7
785,-23.5399147,-46.63072529999999,7
1426,-23.4050516,-46.7531905,7
687,-23.5457827,-46.720578,7
1323,-23.501958,-46.7066027,7
299,-23.6030974,-46.65128139999999,7
1020,-23.5249548,-46.6369973,7
196,-23.6250996,-46.7075699,7
544,-23.5638924,-46.7491334,7
1010,-23.5254642,-46.5622123,7
551,-23.56309610000001,-46.6562869,7
1006,-23.5258213,-46.7021734,7
548,-23.5632233,-46.6120421,7
185,-23.6274838,-46.61896760000001,7
1299,-23.504108,-46.6822928,7
415,-23.5833647,-46.5747216,8
884,-23.5359677,-46.7262717,8
682,-23.5466888,-46.734392,8
542,-23.5640343,-46.6645165,8
1380,-23.4741439,-46.6700315,8
387,-23.5865422,-46.69518400000001,8
76,-23.6652142,-46.6782455,8
905,-23.5346733,-46.6546931,8
375,-23.5877806,-46.72289929999999,8
576,-23.5574014,-46.6378341,8
1306,-23.5037066,-46.6201777,8
727,-23.5421726,-46.41099439999999,8
342,-23.5927108,-46.6209509,8
732,-23.5420639,-46.5353311,8
1037,-23.5233965,-46.6129802,8
1059,-23.522032,-46.655503,8
842,-23.5375715,-46.64175119999999,8
1410,-23.4315287,-46.5941446,8
1058,-23.5221478,-46.663137,8
1415,-23.429031100000003,-46.72118,8
18,-23.7069271,-46.71303010000001,8
767,-23.5407982,-46.7289,8
291,-23.604837600000003,-46.7081324,8
1046,-23.5228991,-46.63029849999999,8
423,-23.5830108,-46.568617,8
364,-23.589061800000003,-46.7286683,8
1153,-23.5157781,-46.650173,8
1003,-23.5260752,-46.67210499999999,8
1091,-23.5202244,-46.6239675,8
1266,-23.5074281,-46.6829172,8
583,-23.5565299,-46.516571,8
302,-23.6021187,-46.65097280000001,8
160,-23.6382072,-46.7408906,8
487,-23.5724408,-46.70516869999999,8
563,-23.5594941,-46.6310821,8
228,-23.6190603,-46.6280469,8
1267,-23.5073715,-46.68017649999999,8
1349,-23.492143,-46.4528542,8
559,-23.5613055,-46.68776829999999,9
123,-23.6524014,-46.725465,9
880,-23.53602780000001,-46.65162180000001,9
1182,-23.5144809,-46.6666005,9
47,-23.673164,-46.7010161,9
1105,-23.5193892,-46.74925800000001,9
1011,-23.5254628,-46.6816795,9
728,-23.5421568,-46.6150849,9
158,-23.6392794,-46.7220451,9
1197,-23.51377380000001,-46.6534336,9
838,-23.5378117,-46.6162246,9
585,-23.5564714,-46.6308708,9
1318,-23.5025826,-46.6150186,9
720,-23.54295410000001,-46.48214779999999,9
142,-23.64555,-46.72993,9
103,-23.6599045,-46.7117099,9
1134,-23.5176778,-46.6794271,9
684,-23.5462912,-46.71317639999999,9
1364,-23.487193,-46.714830600000006,9
110,-23.6582469,-46.70896679999999,9
951,-23.5293701,-46.6781819,9
686,-23.545822,-46.7137542,9
668,-23.5478432,-46.6388302,9
1077,-23.5207994,-46.6930823,9
1248,-23.508852800000003,-46.6159755,9
1142,-23.5166142,-46.6670404,9
1238,-23.5096545,-46.7045271,10
588,-23.5562328,-46.62844570000001,10
676,-23.5472784,-46.7345444,10
35,-23.6805291,-46.7063454,10
845,-23.5374692,-46.45828770000001,10
745,-23.5414483,-46.5351209,10
915,-23.5334552,-46.5402114,10
52,-23.6721371,-46.6985305,10
159,-23.63887080000001,-46.7219722,10
537,-23.5651888,-46.70094650000001,10
23,-23.6988927,-46.7559164,10
1172,-23.5150548,-46.6911891,10
74,-23.6653706,-46.72708770000001,10
641,-23.5502757,-46.6393536,10
1430,-23.4042104,-46.7484579,10
1427,-23.4048175,-46.7533523,10
1244,-23.5091074,-46.6896838,10
663,-23.54837160000001,-46.7331203,10
245,-23.6138744,-46.6787451,10
678,-23.5471315,-46.6371466,10
1160,-23.5154603,-46.61334220000001,10
457,-23.5784203,-46.645245,10
557,-23.5617929,-46.6580219,10
623,-23.552072,-46.5769369,10
1165,-23.5153199,-46.64422709999999,10
1239,-23.5096266,-46.68056170000001,10
92,-23.6621868,-46.70707270000001,10
470,-23.5755189,-46.6413215,10
815,-23.5386447,-46.6041838,10
1304,-23.5038338,-46.6854665,11
499,-23.5718525,-46.6975258,11
946,-23.5296218,-46.6779003,11
965,-23.5282312,-46.5850775,11
895,-23.53525,-46.5826757,11
409,-23.5841685,-46.492128,11
382,-23.5867387,-46.5902006,11
1102,-23.5195548,-46.6298885,11
702,-23.5442834,-46.5926346,11
187,-23.62651210000001,-46.6294583,11
1236,-23.5099812,-46.6182466,11
87,-23.6631171,-46.7076066,11
60,-23.6673076,-46.7056364,11
401,-23.5851539,-46.7226826,11
715,-23.5433336,-46.64550429999999,11
1035,-23.5235398,-46.63048679999999,11
1257,-23.5085103,-46.6158205,11
182,-23.627706,-46.619269,11
974,-23.5275772,-46.68306870000001,11
693,-23.5449286,-46.6359339,11
1161,-23.5154193,-46.696145,11
184,-23.6275033,-46.6189908,12
289,-23.6053438,-46.6990833,12
234,-23.6181633,-46.7009973,12
1252,-23.5087896,-46.7056216,12
233,-23.6181834,-46.61112979999999,12
2,-23.7685129,-46.7174347,12
109,-23.6584958,-46.70921449999999,12
1116,-23.5188564,-46.6441499,12
589,-23.5560709,-46.6291905,12
473,-23.5748782,-46.68206970000001,12
479,-23.573615300000004,-46.7100261,12
1049,-23.5225865,-46.6302477,12
1038,-23.5231852,-46.6285706,12
1141,-23.516631600000004,-46.6597434,12
859,-23.5368667,-46.5932119,12
1021,-23.5248343,-46.7021396,12
1218,-23.511612,-46.62398959999999,12
591,-23.5560292,-46.6664783,12
354,-23.5904137,-46.62013889999999,12
394,-23.5860931,-46.6977309,12
672,-23.5475884,-46.63804920000001,12
691,-23.5450933,-46.6367485,12
917,-23.5332233,-46.65677669999999,12
921,-23.5325864,-46.45055120000001,12
949,-23.5294095,-46.677805600000006,12
804,-23.539254100000004,-46.62754899999999,12
464,-23.5770512,-46.6411569,12
1166,-23.5153037,-46.6667883,13
1296,-23.5041645,-46.62041729999999,13
100,-23.6604082,-46.7048098,13
1210,-23.5127478,-46.666461700000006,13
624,-23.55202430000001,-46.5777714,13
979,-23.5272478,-46.7402334,13
183,-23.6275491,-46.7113798,13
1018,-23.5251203,-46.4337033,13
1036,-23.5235252,-46.6301655,13
792,-23.5396295,-46.6272802,13
761,-23.5409218,-46.63946379999999,13
926,-23.5322419,-46.52894089999999,13
391,-23.5862473,-46.58894229999999,13
900,-23.534941,-46.7357722,14
1073,-23.5208602,-46.61313320000001,14
1064,-23.5216144,-46.66750039999999,14
1405,-23.4460118,-46.5901929,14
571,-23.558288600000004,-46.7115218,14
726,-23.5424701,-46.6379291,14
167,-23.632409,-46.7156621,14
661,-23.5484316,-46.64296909999999,14
1332,-23.4990643,-46.6047875,14
852,-23.53712860000001,-46.63421829999999,14
428,-23.5826871,-46.5998274,14
985,-23.5270355,-46.59473320000001,15
752,-23.5411942,-46.457275,15
1023,-23.524779100000003,-46.63076760000001,15
482,-23.572807,-46.70226780000001,15
61,-23.6671555,-46.72727889999999,15
747,-23.5413588,-46.48408269999999,15
897,-23.5350703,-46.65309440000001,15
1255,-23.50866730000001,-46.5552222,15
263,-23.6108848,-46.752876,15
776,-23.5403315,-46.6122599,15
249,-23.6127902,-46.6276992,15
644,-23.5501844,-46.6365717,16
835,-23.5378581,-46.6338933,16
881,-23.5360112,-46.6429188,16
770,-23.5406399,-46.6129659,16
782,-23.540056,-46.5423531,16
957,-23.5291759,-46.6253343,16
117,-23.6537565,-46.720741,16
679,-23.5471214,-46.5413325,16
1051,-23.5224974,-46.6108419,16
756,-23.5411048,-46.6388798,16
1253,-23.5087688,-46.68633579999999,17
226,-23.6193201,-46.62772890000001,17
1001,-23.5263017,-46.4324282,18
518,-23.5689122,-46.64086469999999,18
1178,-23.514713,-46.5198876,18
106,-23.659564000000003,-46.7040693,18
1110,-23.5191146,-46.6532224,18
790,-23.5396645,-46.63407520000001,19
945,-23.5296296,-46.4476203,19
1012,-23.5254597,-46.6253176,19
315,-23.5995665,-46.6907539,19
1254,-23.508741600000004,-46.60020189999999,19
241,-23.6159624,-46.62736629999999,19
953,-23.5292957,-46.740747,19
399,-23.585543,-46.650952,20
858,-23.5368704,-46.55825220000001,20
595,-23.5557717,-46.64948270000001,20
465,-23.5769169,-46.6432205,20
1414,-23.4301662,-46.7213472,20
1293,-23.5043371,-46.6211461,20
849,-23.5372818,-46.4570324,21
96,-23.6618529,-46.7063713,21
314,-23.6000888,-46.7200902,21
695,-23.5448374,-46.6263162,21
125,-23.6522351,-46.7126679,21
723,-23.5427039,-46.6268799,21
410,-23.5840865,-46.5843941,21
152,-23.6415424,-46.7241725,21
495,-23.5721786,-46.7009942,22
193,-23.6256401,-46.69167590000001,22
216,-23.6213812,-46.7008789,22
656,-23.5488495,-46.6385844,22
938,-23.5300038,-46.677148,22
1295,-23.5041705,-46.62466970000001,22
541,-23.5641608,-46.6778872,23
710,-23.5438681,-46.6455288,23
626,-23.5519499,-46.5779375,23
680,-23.5469,-46.63767,23
665,-23.5480634,-46.5261307,23
1068,-23.5213704,-46.6682634,24
359,-23.5898417,-46.6930118,24
59,-23.6674064,-46.72525870000001,24
1120,-23.518635,-46.6758825,24
874,-23.536091100000004,-46.51896989999999,24
306,-23.601553,-46.6509325,24
581,-23.5568285,-46.6296005,24
42,-23.6757762,-46.698435,24
1054,-23.52229010000001,-46.6612742,24
1223,-23.5115239,-46.6100423,24
909,-23.5340888,-46.65535089999999,24
1086,-23.5203784,-46.7368139,25
876,-23.5360498,-46.5514434,25
1212,-23.5124847,-46.61119710000001,25
1233,-23.5103051,-46.6937635,25
694,-23.5448387,-46.7327217,25
149,-23.6435162,-46.6724991,25
84,-23.6638325,-46.7291745,25
340,-23.5939636,-46.72115150000001,25
483,-23.5727121,-46.6079424,25
1321,-23.5023683,-46.630457,25
1085,-23.5203855,-46.7469107,25
1359,-23.4892542,-46.40580070000001,25
1135,-23.5173581,-46.6194319,25
388,-23.5864206,-46.6951744,25
1113,-23.5189772,-46.6158881,26
267,-23.6100376,-46.7010528,26
44,-23.6755773,-46.6989804,26
1150,-23.51618,-46.66682,26
577,-23.5573938,-46.6183215,26
765,-23.5408404,-46.639432,26
578,-23.5571917,-46.6285664,27
605,-23.5550119,-46.5171162,27
886,-23.5358864,-46.4560867,27
98,-23.6615042,-46.67939970000001,27
188,-23.62648410000001,-46.687386,28
508,-23.5714495,-46.7077558,28
908,-23.53409580000001,-46.62476289999999,28
805,-23.539231,-46.4828134,28
435,-23.5822667,-46.56294310000001,29
772,-23.5405845,-46.4706416,29
1408,-23.4369619,-46.7207879,29
753,-23.5411767,-46.4592258,29
590,-23.5560658,-46.6285122,30
283,-23.6065062,-46.6969314,30
1149,-23.516202300000003,-46.62423279999999,30
1308,-23.5034713,-46.6847675,30
771,-23.540595,-46.63948449999999,30
1158,-23.5154723,-46.6716376,31
174,-23.63051560000001,-46.7141346,32
1394,-23.4646452,-46.6522231,32
773,-23.5404303,-46.449727,32
317,-23.599446,-46.65127879999999,32
439,-23.581955,-46.4907206,32
751,-23.5413011,-46.6284717,33
796,-23.5395304,-46.4858263,33
1231,-23.5103974,-46.609054,33
424,-23.5830026,-46.5733797,33
1374,-23.481113600000004,-46.6745758,34
659,-23.5486134,-46.6386247,34
406,-23.584403,-46.5864655,34
717,-23.5431983,-46.587157,34
195,-23.6253758,-46.6287942,36
552,-23.5628046,-46.67459239999999,36
981,-23.5271632,-46.6247283,36
1000,-23.5263631,-46.6822994,37
351,-23.5907654,-46.73041920000001,38
509,-23.5712427,-46.69910460000001,38
1220,-23.5115762,-46.6249014,38
706,-23.5441466,-46.53109320000001,38
134,-23.6462723,-46.7253607,39
221,-23.620556,-46.62777910000001,40
1099,-23.5198208,-46.7476843,41
83,-23.6638686,-46.6785854,41
250,-23.6127701,-46.6988729,46
774,-23.5404284,-46.6295011,46
977,-23.5273812,-46.6256213,47
882,-23.5360024,-46.6339584,48
988,-23.526942,-46.6840671,49
486,-23.5725782,-46.7045018,51
1057,-23.5221609,-46.6087139,52
39,-23.6785963,-46.6850177,54
670,-23.5476707,-46.6023316,55
511,-23.5710017,-46.709162,57
779,-23.5400925,-46.61158589999999,58
413,-23.5834742,-46.654522,63
640,-23.5504292,-46.6381386,64
189,-23.6264229,-46.6874891,65
535,-23.565481100000003,-46.7023067,67
848,-23.537307100000003,-46.4867244,67
1053,-23.5222918,-46.6279181,70
906,-23.534573,-46.65481519999999,72
655,-23.5492156,-46.64075689999999,73
1291,-23.5045312,-46.6208513,78
1050,-23.5225201,-46.4754154,80
636,-23.5505199,-46.63330939999999,81
1106,-23.5193621,-46.6251826,84
959,-23.5287445,-46.6244208,84
801,-23.5393867,-46.6328914,92
30,-23.6841075,-46.691945,93
372,-23.5881265,-46.6905352,101
759,-23.5409715,-46.4494444,102
1302,-23.5039206,-46.6846383,106
827,-23.5380499,-46.5989774,108
277,-23.6077583,-46.6973162,135
867,-23.5364131,-46.64242609999999,145
1101,-23.5195747,-46.6741744,157
202,-23.6238787,-46.70996829999999,164
327,-23.5974359,-46.6972704,177
1130,-23.5179509,-46.64946399999999,573
