,latitude,longitude,umidade
674,-23.5475157,-46.6366376,186.0
675,-23.5474777,-46.63684980000001,272.0
676,-23.5472784,-46.7345444,884.0
677,-23.5472403,-46.6003592,379.0
678,-23.5471315,-46.6371466,806.0
679,-23.5471214,-46.5413325,920.0
680,-23.5469,-46.63767,2083.0
681,-23.5467879,-46.6504004,77.0
682,-23.5466888,-46.734392,715.5806451612902
683,-23.54649980000001,-46.52856060000001,466.0
684,-23.5462912,-46.71317639999999,673.0
685,-23.546205,-46.644679,435.0
686,-23.545822,-46.7137542,803.0
687,-23.5457827,-46.720578,616.0
688,-23.5456891,-46.7343506,422.0
689,-23.5451508,-46.5944562,84.0
690,-23.5451338,-46.5943735,363.0
691,-23.5450933,-46.6367485,967.0
692,-23.5450479,-46.5957198,609.0
693,-23.5449286,-46.6359339,895.0
694,-23.5448387,-46.7327217,1549.0
695,-23.5448374,-46.6263162,1803.0
696,-23.5448219,-46.6737449,168.0
697,-23.5447737,-46.6471504,170.0
698,-23.5446667,-46.58088789999999,89.0
699,-23.544648100000003,-46.6056811,259.0
700,-23.5446106,-46.5300945,437.0
701,-23.5442895,-46.5699637,547.0
702,-23.5442834,-46.5926346,943.0
703,-23.5442197,-46.73038469999999,77.0
704,-23.5442054,-46.46051569999999,520.0
705,-23.54418900000001,-46.5798037,411.0
706,-23.5441466,-46.53109320000001,2903.0
707,-23.5440896,-46.56931489999999,246.0
708,-23.5440885,-46.589842,198.0
709,-23.5438989,-46.6327976,293.0
710,-23.5438681,-46.6455288,1706.0
711,-23.5437317,-46.4831817,61.0
712,-23.5436382,-46.7331109,125.70149253731343
713,-23.5435798,-46.4719656,180.0
714,-23.5433434,-46.4625835,423.0
715,-23.5433336,-46.64550429999999,990.0
716,-23.5432531,-46.64141799999999,349.0
717,-23.5431983,-46.587157,2863.2089552238804
718,-23.5430818,-46.6464948,160.0
719,-23.5430627,-46.613782,79.0
720,-23.54295410000001,-46.48214779999999,683.0
721,-23.5427421,-46.4802221,178.0
722,-23.5427074,-46.4623215,184.0
723,-23.5427039,-46.6268799,1727.0
724,-23.5426083,-46.6290212,84.0
725,-23.5425427,-46.637882,349.0
726,-23.5424701,-46.6379291,978.0
727,-23.5421726,-46.41099439999999,660.0
728,-23.5421568,-46.6150849,738.0
729,-23.5421391,-46.6354864,183.0
730,-23.5421158,-46.61499620000001,446.0
731,-23.5421063,-46.6275041,256.0
732,-23.5420639,-46.5353311,699.0
733,-23.5420534,-46.64260789999999,429.0
734,-23.541986,-46.5802565,184.0
735,-23.5419823,-46.63221470000001,270.0
736,-23.5419294,-46.4825385,248.0
737,-23.5419119,-46.4830092,83.19354838709677
738,-23.5418578,-46.4579575,162.0
739,-23.5418577,-46.41282289999999,93.0
740,-23.5418503,-46.4820429,162.0
741,-23.541847600000004,-46.6147544,591.0
742,-23.5417577,-46.6478138,87.0
743,-23.541667,-46.4599308,156.0
744,-23.5414492,-46.647657,398.0
745,-23.5414483,-46.5351209,831.0
746,-23.5413682,-46.613568,182.0
747,-23.5413588,-46.48408269999999,1292.0
748,-23.5413216,-46.5449017,267.0
749,-23.5413119,-46.6269519,153.0
750,-23.5413019,-46.48414289999999,88.0
751,-23.5413011,-46.6284717,2772.0
752,-23.5411942,-46.457275,1294.0
753,-23.5411767,-46.4592258,2352.0
754,-23.5411766,-46.6445229,82.0
755,-23.54110750000001,-46.4564027,137.0
756,-23.5411048,-46.6388798,1235.0
757,-23.5410579,-46.6393203,537.0
758,-23.5410307,-46.63932310000001,75.0
759,-23.5409715,-46.4494444,8190.483870967742
760,-23.5409439,-46.4841729,89.0
761,-23.5409218,-46.63946379999999,1004.0
762,-23.5409194,-46.741393,265.0
763,-23.5408743,-46.6437561,342.0
764,-23.5408564,-46.48244570000001,248.0
765,-23.5408404,-46.639432,2039.0
766,-23.5408057,-46.64331809999999,101.0
767,-23.5407982,-46.7289,706.0
768,-23.540768300000003,-46.6436392,447.0
769,-23.5406471,-46.4164649,178.0
770,-23.5406399,-46.6129659,1366.0
771,-23.540595,-46.63948449999999,2450.0
772,-23.5405845,-46.4706416,2500.0
773,-23.5404303,-46.449727,2520.0
774,-23.5404284,-46.6295011,3921.4626865671644
775,-23.5403599,-46.72940759999999,170.0
776,-23.5403315,-46.6122599,1224.0
777,-23.5402935,-46.6398243,82.0
778,-23.5401177,-46.7329196,392.0
779,-23.5400925,-46.61158589999999,4952.0
780,-23.5400869,-46.61203870000001,136.0
781,-23.540069,-46.62801200000001,160.0
782,-23.540056,-46.5423531,1324.0
783,-23.5400269,-46.6114506,156.0
784,-23.5399929,-46.48518,265.0
785,-23.5399147,-46.63072529999999,612.0
786,-23.5397546,-46.48566810000001,178.0
787,-23.5397517,-46.610389700000006,495.0
788,-23.5397041,-46.45773060000001,178.0
789,-23.5396697,-46.4839086,183.0
790,-23.5396645,-46.63407520000001,1627.2089552238806
791,-23.5396512,-46.6304873,83.0
792,-23.5396295,-46.6272802,975.0
793,-23.5395816,-46.632063,448.0
794,-23.5395364,-46.630999,84.0
795,-23.539535600000004,-46.48359929999999,185.0
796,-23.5395304,-46.4858263,2632.0
797,-23.5395264,-46.4855629,314.1044776119403
798,-23.5395064,-46.62912120000001,84.0
799,-23.5394704,-46.48372929999999,341.0
800,-23.53940230000001,-46.4838151,73.0
801,-23.5393867,-46.6328914,6891.0
802,-23.539384,-46.6350407,390.0
803,-23.5392576,-46.62776229999999,89.0
804,-23.539254100000004,-46.62754899999999,1025.0
805,-23.539231,-46.4828134,2067.0
806,-23.539224,-46.627824,524.0
807,-23.539152800000004,-46.4818311,367.0
808,-23.5391505,-46.5425747,178.0
809,-23.5391315,-46.7279626,58.0
810,-23.5390303,-46.4583174,288.0
811,-23.5389866,-46.6456719,178.0
812,-23.5388648,-46.64058170000001,260.0
813,-23.5388384,-46.5678866,89.0
814,-23.5388262,-46.6288375,75.0
815,-23.5386447,-46.6041838,901.0
816,-23.5385076,-46.6027034,124.0
817,-23.5384697,-46.6500228,261.0
818,-23.538453,-46.6906253,91.0
819,-23.5384476,-46.6022489,83.0
820,-23.5383857,-46.456114,89.0
821,-23.5383793,-46.6272903,75.0
822,-23.5383429,-46.46129420000001,182.0
823,-23.538294600000004,-46.59908950000001,434.0
824,-23.5382607,-46.60137279999999,264.0
825,-23.5381842,-46.59920040000001,394.0
826,-23.538148,-46.63312970000001,328.0
827,-23.5380499,-46.5989774,9291.41791044776
828,-23.5380002,-46.5993588,448.0
829,-23.5379183,-46.4777201,219.0
830,-23.5379004,-46.5496566,309.0
831,-23.5378848,-46.6347126,267.0
832,-23.5378738,-46.617678700000006,400.0
833,-23.5378736,-46.6490359,79.0
834,-23.5378617,-46.6345956,246.0
835,-23.5378581,-46.6338933,1300.0
836,-23.5378537,-46.4560667,513.0
837,-23.5378316,-46.64425620000001,605.0
838,-23.5378117,-46.6162246,775.0
839,-23.5377001,-46.4867092,254.0
840,-23.5376794,-46.64872769999999,263.0
841,-23.53761230000001,-46.4559815,451.0
842,-23.5375715,-46.64175119999999,607.0
843,-23.5375211,-46.4866426,178.0
844,-23.5374724,-46.4581266,117.0
845,-23.5374692,-46.45828770000001,931.0
846,-23.5374478,-46.4547463,69.0
847,-23.5373637,-46.6333589,394.0
848,-23.537307100000003,-46.4867244,5572.0
849,-23.5372818,-46.4570324,1819.0
850,-23.5372436,-46.45792549999999,410.0
851,-23.5372298,-46.6281626,188.0
852,-23.53712860000001,-46.63421829999999,959.0
853,-23.5370995,-46.6432256,522.0
854,-23.5370431,-46.4575624,162.0
855,-23.5370378,-46.6498892,174.0
856,-23.537005,-46.4575904,88.0
857,-23.53690880000001,-46.5506134,180.22388059701493
858,-23.5368704,-46.55825220000001,1685.0
859,-23.5368667,-46.5932119,1021.0
860,-23.5368272,-46.5885956,434.0
861,-23.5368234,-46.456554,70.0
862,-23.5366413,-46.4484711,166.0
863,-23.536623100000003,-46.6340698,177.0
864,-23.5366178,-46.58894160000001,270.0
865,-23.5364731,-46.62647570000001,327.0
866,-23.5364533,-46.6264669,391.0
867,-23.5364131,-46.64242609999999,11952.774193548386
868,-23.5363974,-46.45760869999999,351.0
869,-23.5363828,-46.6339244,186.0
870,-23.5363575,-46.4562165,178.0
871,-23.5362918,-46.6433711,91.0
872,-23.5362269,-46.5522662,178.0
873,-23.536103,-46.7496764,236.0
874,-23.536091100000004,-46.51896989999999,2025.0
875,-23.5360774,-46.6516595,571.0
876,-23.5360498,-46.5514434,1892.225806451613
877,-23.5360388,-46.4146528,263.0
878,-23.5360384,-46.6519105,177.0
879,-23.5360337,-46.58579779999999,166.0
880,-23.53602780000001,-46.65162180000001,786.0
881,-23.5360112,-46.6429188,1268.8064516129034
882,-23.5360024,-46.6339584,3665.0
883,-23.5359918,-46.4884024,379.0
884,-23.5359677,-46.7262717,673.0
885,-23.5359313,-46.49085909999999,439.5483870967742
886,-23.5358864,-46.4560867,2251.0
887,-23.5358791,-46.5525668,365.0
888,-23.5358078,-46.55218,185.0
889,-23.5357787,-46.6339497,537.0
890,-23.5357093,-46.6254934,283.0
891,-23.5356124,-46.65840009999999,70.0
892,-23.5355282,-46.4939303,188.0
893,-23.5353852,-46.6511929,439.0
894,-23.5353266,-46.6538783,82.0
895,-23.53525,-46.5826757,889.0
896,-23.5350814,-46.56940720000001,120.20895522388061
897,-23.5350703,-46.65309440000001,1189.0
898,-23.534988,-46.454497,185.0
899,-23.53498,-46.6261127,184.0
900,-23.534941,-46.7357722,1209.0
901,-23.5349228,-46.57884,250.0
902,-23.5349037,-46.6545554,562.0
903,-23.5349027,-46.6465075,390.0
904,-23.5347613,-46.6256236,84.0
905,-23.5346733,-46.6546931,632.0
906,-23.534573,-46.65481519999999,4736.0
907,-23.5343594,-46.6641583,379.0
908,-23.53409580000001,-46.62476289999999,2372.0
909,-23.5340888,-46.65535089999999,1794.0
910,-23.5338743,-46.688394,155.0
911,-23.5338705,-46.7493269,491.0
912,-23.5338665,-46.7493309,282.0
913,-23.5337827,-46.6266982,91.0
914,-23.5336042,-46.7439006,531.0
915,-23.5334552,-46.5402114,817.0322580645161
916,-23.5332428,-46.453903,260.0
917,-23.5332233,-46.65677669999999,979.0
918,-23.533187,-46.520499,178.0
919,-23.5330652,-46.6436189,426.0
920,-23.5326565,-46.65776289999999,87.0
921,-23.5325864,-46.45055120000001,1038.0
922,-23.5323749,-46.44367800000001,185.0
923,-23.5323166,-46.6326799,155.0
924,-23.532303,-46.5289009,608.0
925,-23.5322987,-46.5291614,188.0
926,-23.5322419,-46.52894089999999,1063.0
927,-23.5321259,-46.6602978,263.0
928,-23.531962600000004,-46.6598735,71.0
929,-23.53196010000001,-46.6262138,142.0
930,-23.53195310000001,-46.5261653,249.5806451612903
931,-23.531798,-46.52483460000001,183.0
932,-23.531609600000003,-46.7325696,85.0
933,-23.5315072,-46.50150429999999,188.0
934,-23.5313449,-46.5192657,183.0
935,-23.53092980000001,-46.4739201,83.0
936,-23.530649,-46.59294600000001,373.0
937,-23.5301024,-46.528896,91.0
938,-23.5300038,-46.677148,1879.0
939,-23.5300027,-46.6769343,257.0
940,-23.5299203,-46.6420086,171.0
941,-23.5299169,-46.6672647,371.0
942,-23.529881,-46.58823599999999,346.0
943,-23.5297721,-46.67702620000001,173.0
944,-23.529634,-46.6773859,363.0
945,-23.5296296,-46.4476203,1589.0
946,-23.5296218,-46.6779003,974.0
947,-23.529598,-46.6315546,176.0
948,-23.5294604,-46.6788836,170.0
949,-23.5294095,-46.677805600000006,1030.0
950,-23.5294021,-46.6780985,275.0
951,-23.5293701,-46.6781819,582.0
952,-23.5293222,-46.73850820000001,88.0
953,-23.5292957,-46.740747,1455.0
954,-23.5292394,-46.73712070000001,447.0
955,-23.5292211,-46.5603888,157.0
956,-23.529197600000003,-46.67646630000001,169.0
957,-23.5291759,-46.6253343,1239.0
958,-23.5289312,-46.5152762,183.0
959,-23.5287445,-46.6244208,6330.0
960,-23.5286098,-46.6610124,70.0
961,-23.5285662,-46.4894712,333.0
962,-23.528455800000003,-46.67958460000001,181.0
963,-23.52837,-46.59752,77.0
964,-23.5283516,-46.670834,379.0
965,-23.5282312,-46.5850775,781.0
966,-23.5281718,-46.6619021,129.0
967,-23.5281634,-46.59762429999999,175.0
968,-23.5281519,-46.6248997,73.0
969,-23.5280425,-46.66796970000001,169.0
970,-23.5278403,-46.6710253,304.0
971,-23.5278147,-46.69114159999999,182.0
972,-23.527712,-46.446177,313.8059701492537
973,-23.5276302,-46.50953610000001,417.0
974,-23.5275772,-46.68306870000001,854.8805970149253
975,-23.5275631,-46.6648039,424.0
976,-23.5274019,-46.555048600000006,352.0
977,-23.5273812,-46.6256213,3718.0
978,-23.5273809,-46.62558,95.0
979,-23.5272478,-46.7402334,1151.0
980,-23.52723,-46.5836818,267.0
981,-23.5271632,-46.6247283,2807.0
982,-23.527098100000003,-46.6353124,173.0
983,-23.5270904,-46.68438949999999,353.0
984,-23.5270699,-46.7409553,573.0
985,-23.5270355,-46.59473320000001,1299.0
986,-23.5270313,-46.6258718,482.0
987,-23.5269465,-46.6824744,85.0
988,-23.526942,-46.6840671,2913.65671641791
989,-23.5269121,-46.6257873,272.0
990,-23.52686,-46.4323,358.0
991,-23.5268198,-46.6350653,181.0
992,-23.5268157,-46.5748378,276.0
993,-23.5268029,-46.5757735,178.0
994,-23.52674660000001,-46.6297331,162.0
995,-23.5267385,-46.67300849999999,135.0
996,-23.5265774,-46.62512950000001,193.0
997,-23.52655,-46.680817,156.0
998,-23.526435100000004,-46.6253597,190.0
999,-23.5263663,-46.68502609999999,180.0
1000,-23.5263631,-46.6822994,2692.0
1001,-23.5263017,-46.4324282,1326.0
1002,-23.5261506,-46.6854196,67.0
1003,-23.5260752,-46.67210499999999,692.0
1004,-23.5259521,-46.62560070000001,91.0
1005,-23.5258611,-46.6294411,415.0
1006,-23.5258213,-46.7021734,500.0
1007,-23.5257366,-46.70306129999999,64.0
1008,-23.5255534,-46.6824616,273.0
1009,-23.5254955,-46.60152460000001,632.0
1010,-23.5254642,-46.5622123,577.0
1011,-23.5254628,-46.6816795,762.8805970149253
1012,-23.5254597,-46.6253176,1619.0
1013,-23.52545180000001,-46.5564904,167.0
1014,-23.5253632,-46.5759315,351.0
1015,-23.5252117,-46.7103639,152.0
1016,-23.5251783,-46.6361243,91.0
1017,-23.52517730000001,-46.71018369999999,73.0
1018,-23.5251203,-46.4337033,1167.0
1019,-23.5250248,-46.5570546,375.0
1020,-23.5249548,-46.6369973,638.0
1021,-23.5248343,-46.7021396,904.4626865671642
1022,-23.524796,-46.7030237,64.0
1023,-23.524779100000003,-46.63076760000001,978.7910447761195
1024,-23.52473710000001,-46.6290155,256.0
1025,-23.5243586,-46.4276863,69.0
1026,-23.524283,-46.70237720000001,156.0
1027,-23.524272600000003,-46.6402037,272.0
1028,-23.5242255,-46.7423395,441.0
1029,-23.5240806,-46.7434674,410.0
1030,-23.5240737,-46.62877599999999,156.0
1031,-23.5240625,-46.6001865,461.0
1032,-23.52393,-46.69083240000001,278.0
1033,-23.5238896,-46.6303538,162.0
1034,-23.5237633,-46.4750698,70.0
1035,-23.5235398,-46.63048679999999,936.0
1036,-23.5235252,-46.6301655,960.0
1037,-23.5233965,-46.6129802,682.0
1038,-23.5231852,-46.6285706,960.0
1039,-23.5231498,-46.6528672,512.0
1040,-23.5231466,-46.625245,313.8059701492537
1041,-23.523097600000003,-46.558299700000006,324.22388059701495
1042,-23.5230904,-46.6554938,447.0
1043,-23.5230634,-46.6632997,176.0
1044,-23.5229832,-46.6947011,295.0
1045,-23.5229582,-46.6505277,231.0
1046,-23.5228991,-46.63029849999999,645.7014925373135
1047,-23.5227794,-46.6645563,188.0
1048,-23.5227182,-46.70186349999999,150.0
1049,-23.5225865,-46.6302477,942.0
1050,-23.5225201,-46.4754154,6540.0
1051,-23.5224974,-46.6108419,1302.0
1052,-23.5224357,-46.64926810000001,188.0
1053,-23.5222918,-46.6279181,5544.462686567164
1054,-23.52229010000001,-46.6612742,1978.0
1055,-23.5222478,-46.62624870000001,636.0
1056,-23.5221668,-46.6615044,80.0
1057,-23.5221609,-46.6087139,4489.0
1058,-23.5221478,-46.663137,707.0
1059,-23.522032,-46.655503,657.0
1060,-23.5219881,-46.4557093,91.0
1061,-23.5218429,-46.7011174,454.0
1062,-23.5218332,-46.64157429999999,182.0
1063,-23.5218155,-46.6479229,188.0
1064,-23.5216144,-46.66750039999999,1144.0
1065,-23.521595,-46.6384886,565.0
1066,-23.5215432,-46.6669695,626.0
1067,-23.5215365,-46.6660485,176.0
1068,-23.5213704,-46.6682634,2137.0
1069,-23.5213676,-46.6403982,603.0
1070,-23.5213463,-46.6300105,75.0
1071,-23.5211082,-46.6673455,85.0
1072,-23.5210238,-46.4752395,172.0
1073,-23.5208602,-46.61313320000001,1251.0
1074,-23.5208485,-46.6481897,531.0
1075,-23.5208309,-46.7003504,83.0
1076,-23.5208168,-46.65727099999999,349.0
1077,-23.5207994,-46.6930823,691.0
1078,-23.5207813,-46.7005023,189.7014925373134
1079,-23.5207741,-46.655603,171.0
1080,-23.5207026,-46.6786399,90.0
1081,-23.5206876,-46.70153699999999,393.0
1082,-23.5206812,-46.5568603,76.0
1083,-23.5205151,-46.701867,85.0
1084,-23.5203912,-46.71150129999999,85.0
1085,-23.5203855,-46.7469107,1849.0
1086,-23.5203784,-46.7368139,1876.0322580645163
1087,-23.520377,-46.6614292,149.0
1088,-23.5202557,-46.5682351,155.0
1089,-23.5202331,-46.6671391,236.0
1090,-23.520232,-46.671651,176.0
1091,-23.5202244,-46.6239675,695.0
1092,-23.5200674,-46.62154500000001,166.0
1093,-23.5200443,-46.7017787,165.0
1094,-23.5199979,-46.6133873,450.0
1095,-23.51993,-46.63014,431.0
1096,-23.51985,-46.6367498,531.0
1097,-23.5198351,-46.6744444,603.0
1098,-23.5198336,-46.6744407,176.0
1099,-23.5198208,-46.7476843,3357.0
1100,-23.5196388,-46.6750892,380.0
1101,-23.5195747,-46.6741744,12661.509388541166
1102,-23.5195548,-46.6298885,847.820895522388
1103,-23.519491100000003,-46.6741453,177.0
1104,-23.5194673,-46.65257829999999,89.0
1105,-23.5193892,-46.74925800000001,766.0
1106,-23.5193621,-46.6251826,7058.79104477612
1107,-23.519319,-46.7011048,83.0
1108,-23.5192389,-46.6770941,342.0
1109,-23.5191501,-46.6751177,182.0
1110,-23.5191146,-46.6532224,1343.0
1111,-23.5190797,-46.6762764,282.0
1112,-23.5189848,-46.5124106,90.0
1113,-23.5189772,-46.6158881,2196.0
1114,-23.5189326,-46.6547652,431.0
1115,-23.5188743,-46.67451629999999,362.0
1116,-23.5188564,-46.6441499,1078.0
1117,-23.5188247,-46.6754336,90.0
1118,-23.5187387,-46.616347,571.0
1119,-23.51872950000001,-46.674085700000006,74.0
1120,-23.518635,-46.6758825,2146.0
1121,-23.5184954,-46.6794319,180.0
1122,-23.518459,-46.62415499999999,588.0
1123,-23.5184529,-46.6479558,267.0
1124,-23.5184507,-46.61557029999999,360.0
1125,-23.5183856,-46.6300867,166.0
1126,-23.5183607,-46.6483146,167.0
1127,-23.5183573,-46.6156162,182.0
1128,-23.518306,-46.62778400000001,657.0
1129,-23.5179567,-46.6515167,582.0
1130,-23.5179509,-46.64946399999999,48512.32258064517
1131,-23.5179007,-46.7075307,183.0
1132,-23.51774,-46.65411,188.6417910447761
1133,-23.5177018,-46.63060820000001,72.0
1134,-23.5176778,-46.6794271,665.7014925373135
1135,-23.5173581,-46.6194319,2173.0
1136,-23.5171724,-46.6708966,269.0
1137,-23.5170718,-46.7256931,175.0
1138,-23.5169886,-46.6821686,176.0
1139,-23.516982100000003,-46.5162831,155.0
1140,-23.5166733,-46.6387399,273.0
1141,-23.516631600000004,-46.6597434,1030.0
1142,-23.5166142,-46.6670404,764.0
1143,-23.5165521,-46.728456,180.0
1144,-23.5163514,-46.66198920000001,184.0
1145,-23.51635060000001,-46.7256629,89.0
1146,-23.5163068,-46.6136394,91.0
1147,-23.5162451,-46.662836,319.0
1148,-23.516215,-46.47661,256.0
1149,-23.516202300000003,-46.62423279999999,2510.0
1150,-23.51618,-46.66682,2120.6417910447763
1151,-23.5161178,-46.6961083,333.0
1152,-23.5157908,-46.5544015,344.0
1153,-23.5157781,-46.650173,713.0
1154,-23.515773,-46.5948223,195.0
1155,-23.5157253,-46.6404566,142.0
1156,-23.515672,-46.67377800000001,339.0
1157,-23.5155073,-46.6496018,244.0
1158,-23.5154723,-46.6716376,2447.0
1159,-23.5154721,-46.6883555,188.0
1160,-23.5154603,-46.61334220000001,822.0
1161,-23.5154193,-46.696145,1010.0
1162,-23.515404,-46.6965773,372.0
1163,-23.5154038,-46.724085,470.0
1164,-23.515346,-46.620318,85.0
1165,-23.5153199,-46.64422709999999,879.0
1166,-23.5153037,-46.6667883,1094.0
1167,-23.5152223,-46.6667075,134.0
1168,-23.5152016,-46.4763893,68.0
1169,-23.5151408,-46.68499449999999,282.0
1170,-23.5151388,-46.6412765,457.0
1171,-23.5150817,-46.5200828,183.0
1172,-23.5150548,-46.6911891,774.0
1173,-23.5150019,-46.660809,393.0
1174,-23.5148784,-46.4558687,77.0
1175,-23.5148574,-46.6984989,264.0
1176,-23.5148306,-46.53032049999999,166.0
1177,-23.51473660000001,-46.6998889,175.0
1178,-23.514713,-46.5198876,1486.0
1179,-23.5146598,-46.7246391,240.0
1180,-23.5146443,-46.52890170000001,260.0
1181,-23.5146301,-46.63048010000001,358.0
1182,-23.5144809,-46.6666005,592.0
1183,-23.5144782,-46.65128379999999,89.0
1184,-23.5144706,-46.6374001,170.0
1185,-23.5143783,-46.6368984,90.0
1186,-23.5143458,-46.4439807,171.0
1187,-23.5142626,-46.65375039999999,376.0
1188,-23.5140237,-46.62484329999999,362.0
1189,-23.5140221,-46.6449009,188.6417910447761
1190,-23.514005800000003,-46.6108903,160.0
1191,-23.5139854,-46.4566487,92.0
1192,-23.5139836,-46.5222637,376.7462686567164
1193,-23.5139769,-46.5780901,474.0
1194,-23.5139138,-46.6239616,85.7741935483871
1195,-23.5138992,-46.6263537,69.0
1196,-23.5138458,-46.6240427,228.0
1197,-23.51377380000001,-46.6534336,669.8059701492537
1198,-23.5137188,-46.6504947,253.0
1199,-23.5136549,-46.67154910000001,188.0
1200,-23.5134939,-46.5184131,542.0
1201,-23.5133866,-46.7033226,625.0
1202,-23.5133355,-46.6674409,604.0
1203,-23.513214399999995,-46.6249453,84.0
1204,-23.5130799,-46.6103914,190.0
1205,-23.5129232,-46.6528809,80.0
1206,-23.5129139,-46.6932581,363.0
1207,-23.512902,-46.51834299999999,183.0
1208,-23.5128219,-46.6926232,248.0
1209,-23.5127517,-46.51837829999999,313.0
1210,-23.5127478,-46.666461700000006,1134.0
1211,-23.5125185,-46.6633507,178.0
1212,-23.5124847,-46.61119710000001,2094.0
1213,-23.5124758,-46.6898894,92.0
1214,-23.5124643,-46.67506160000001,572.0
1215,-23.5118839,-46.7042604,379.0
1216,-23.5118579,-46.6105641,182.0
1217,-23.5118083,-46.6244615,367.0
1218,-23.511612,-46.62398959999999,1076.0
1219,-23.5116035,-46.6105105,260.0
1220,-23.5115762,-46.6249014,3154.0
1221,-23.5115727,-46.70548529999999,172.0
1222,-23.5115481,-46.6100596,380.0
1223,-23.5115239,-46.6100423,1986.0
1224,-23.5114009,-46.62489679999999,276.0
1225,-23.511353,-46.6102873,174.0
1226,-23.5111321,-46.59976320000001,537.0
1227,-23.5108939,-46.7275323,131.0
1228,-23.5107179,-46.687375,94.0
1229,-23.5106876,-46.704893,180.0
1230,-23.5105156,-46.6943604,82.0
1231,-23.5103974,-46.609054,2361.0
1232,-23.5103896,-46.7031168,88.0
1233,-23.5103051,-46.6937635,2105.0
1234,-23.5100468,-46.59482020000001,155.0
1235,-23.510013600000004,-46.59636150000001,95.0
1236,-23.5099812,-46.6182466,875.0
1237,-23.509816600000004,-46.5990251,90.0
1238,-23.5096545,-46.7045271,830.0
1239,-23.5096266,-46.68056170000001,931.0
1240,-23.5095435,-46.68984,425.0
1241,-23.5093563,-46.66569519999999,502.0
1242,-23.509208800000003,-46.5556419,91.0
1243,-23.5091333,-46.6627928,251.16417910447763
1244,-23.5091074,-46.6896838,926.0
1245,-23.5090599,-46.6803603,536.0
1246,-23.5089951,-46.6111036,469.0
1247,-23.5089922,-46.7175444,355.0
1248,-23.508852800000003,-46.6159755,679.0
1249,-23.5088219,-46.59964189999999,190.0
1250,-23.5088214,-46.6661558,251.0
1251,-23.5088034,-46.5995344,87.0
1252,-23.5087896,-46.7056216,1085.0
1253,-23.5087688,-46.68633579999999,1384.0
1254,-23.508741600000004,-46.60020189999999,1722.0
1255,-23.50866730000001,-46.5552222,1281.0
1256,-23.5086388,-46.6945875,169.0
1257,-23.5085103,-46.6158205,915.0
1258,-23.5084139,-46.6240031,95.0
1259,-23.5083144,-46.7141659,567.0
1260,-23.508185,-46.651224,91.0
1261,-23.5080754,-46.6125401,186.0
1262,-23.507997600000003,-46.7339294,64.0
1263,-23.5079543,-46.6866666,275.0
1264,-23.5078804,-46.74770529999999,241.0
1265,-23.5076954,-46.7094505,256.0
1266,-23.5074281,-46.6829172,751.0
1267,-23.5073715,-46.68017649999999,578.0
1268,-23.5073626,-46.7057618,639.0
1269,-23.5073552,-46.7074648,431.0
1270,-23.5073485,-46.7179847,176.0
1271,-23.5072503,-46.67060120000001,173.0
1272,-23.507044,-46.477838,245.0
1273,-23.5070407,-46.7155214,159.0
1274,-23.5068633,-46.68830579999999,173.0
1275,-23.506857,-46.6773401,269.0
1276,-23.506777300000003,-46.6024208,84.0
1277,-23.5067077,-46.6997051,372.0
1278,-23.506334,-46.6262694,182.0
1279,-23.5062097,-46.5420451,183.0
1280,-23.5060815,-46.60251,349.0
1281,-23.5059642,-46.67588079999999,87.0
1282,-23.5058508,-46.4567463,92.0
1283,-23.50584760000001,-46.3769404,152.0
1284,-23.5057052,-46.6805071,415.0
1285,-23.5053809,-46.6051545,464.0
1286,-23.5053224,-46.4570455,586.0
1287,-23.5052068,-46.5616485,417.0
1288,-23.5051499,-46.5390843,227.0
1289,-23.5050052,-46.680571,169.0
1290,-23.5046955,-46.6804069,510.0
1291,-23.5045312,-46.6208513,6255.4838709677415
1292,-23.5043801,-46.6862746,175.0
1293,-23.5043371,-46.6211461,1758.0
1294,-23.5043045,-46.6880606,561.0
1295,-23.5041705,-46.62466970000001,1827.0
1296,-23.5041645,-46.62041729999999,1027.0
1297,-23.5041268,-46.6826885,624.0
1298,-23.5041091,-46.6726284,249.0
1299,-23.504108,-46.6822928,574.0
1300,-23.5040888,-46.6998718,398.0
1301,-23.5039307,-46.6224815,186.0
1302,-23.5039206,-46.6846383,8603.641791044776
1303,-23.5038989,-46.6847107,335.0
1304,-23.5038338,-46.6854665,903.7014925373135
1305,-23.5038223,-46.68456610000001,89.0
1306,-23.5037066,-46.6201777,713.0
1307,-23.5035404,-46.6846004,90.0
1308,-23.5034713,-46.6847675,2199.0
1309,-23.5034437,-46.6845502,133.0
1310,-23.5034198,-46.6845614,256.0
1311,-23.5032685,-46.7190677,335.0
1312,-23.50318110000001,-46.6847494,88.0
1313,-23.5030347,-46.6845518,75.0
1314,-23.5027829,-46.6844431,178.0
1315,-23.5027572,-46.630545,65.0
1316,-23.50270260000001,-46.7476636,431.0
1317,-23.5026122,-46.7109727,83.0
1318,-23.5025826,-46.6150186,747.0
1319,-23.5024925,-46.6152164,529.0
1320,-23.5024145,-46.6153375,162.0
1321,-23.5023683,-46.630457,2032.0
1322,-23.5021507,-46.6860931,125.70149253731343
1323,-23.501958,-46.7066027,557.0
1324,-23.5018224,-46.68683460000001,172.0
1325,-23.5017249,-46.68416129999999,135.0
1326,-23.501571,-46.6942421,90.0
