,latitude,longitude,umidade
364,-23.589061800000003,-46.7286683,648.0
365,-23.5890433,-46.6761478,92.0
366,-23.5888866,-46.7002858,173.0
367,-23.5888768,-46.68132139999999,231.0
368,-23.588773,-46.5982209,356.0
369,-23.5886531,-46.68204799999999,207.0
370,-23.5885879,-46.5894919,361.0
371,-23.5885405,-46.67170309999999,88.0
372,-23.5881265,-46.6905352,8528.0
373,-23.5880455,-46.595779,87.0
374,-23.5879501,-46.59602570000001,156.0
375,-23.5877806,-46.72289929999999,600.0
376,-23.5877404,-46.66424689999999,509.0
377,-23.58753380000001,-46.7230018,82.0
378,-23.5874162,-46.6576336,229.0
379,-23.5872435,-46.5916083,181.0
380,-23.5869911,-46.68963730000001,598.0
381,-23.5869187,-46.60348370000001,248.0
382,-23.5867387,-46.5902006,925.0
383,-23.58671660000001,-46.6915577,415.0
384,-23.5867134,-46.6936101,178.0
385,-23.5866564,-46.6986415,208.0
386,-23.5866554,-46.69146660000001,173.0
387,-23.5865422,-46.69518400000001,546.0
388,-23.5864206,-46.6951744,1873.0
389,-23.5863748,-46.60227070000001,264.0
390,-23.58633,-46.69631,517.0
391,-23.5862473,-46.58894229999999,1167.0
392,-23.586150600000003,-46.66728610000001,173.0
393,-23.5860954,-46.696324,142.0
394,-23.5860931,-46.6977309,1030.0
395,-23.5860815,-46.6968549,270.0
396,-23.5858149,-46.6889648,167.0
397,-23.5857363,-46.6983464,182.0
398,-23.5856559,-46.670507,254.0
399,-23.585543,-46.650952,1731.0
400,-23.585393300000003,-46.6181717,90.0
401,-23.5851539,-46.7226826,923.0
402,-23.585104,-46.69074129999999,617.0
403,-23.5849987,-46.5805906,72.0
404,-23.5849256,-46.5808679,81.0
405,-23.5845373,-46.5782809,347.0
406,-23.584403,-46.5864655,3015.0
407,-23.5843984,-46.5819068,555.0
408,-23.5842001,-46.6908955,244.0
409,-23.5841685,-46.492128,950.0
410,-23.5840865,-46.5843941,1926.0
411,-23.5835626,-46.5751825,120.0
412,-23.5835,-46.6544014,138.0
413,-23.5834742,-46.654522,5143.820895522388
414,-23.5834173,-46.5752457,270.0
415,-23.5833647,-46.5747216,727.0
416,-23.5832843,-46.7831279,266.0
417,-23.5832788,-46.6991355,441.0
418,-23.5832055,-46.68635769999999,168.0
419,-23.583064,-46.69962599999999,292.0
420,-23.5830546,-46.5646211,253.0
421,-23.5830472,-46.6863545,260.0
422,-23.5830399,-46.6522638,160.0
423,-23.5830108,-46.568617,733.0
424,-23.5830026,-46.5733797,2795.0
425,-23.5829641,-46.5975085,110.0
426,-23.5828983,-46.6860975,202.0
427,-23.5827188,-46.5866282,177.0
428,-23.5826871,-46.5998274,1233.0
429,-23.5825945,-46.564147,156.0
430,-23.58257810000001,-46.5621605,173.0
431,-23.582559600000003,-46.6856942,175.0
432,-23.5824862,-46.4967297,167.0
433,-23.5824805,-46.6677352,145.0
434,-23.5824676,-46.56287860000001,157.0
435,-23.5822667,-46.56294310000001,2299.0
436,-23.5821024,-46.5925562,411.0
437,-23.58206400000001,-46.555408,168.0
438,-23.5819598,-46.6141567,199.0
439,-23.581955,-46.4907206,2567.0
440,-23.581918,-46.5729191,177.0
441,-23.5818297,-46.5619739,481.0
442,-23.581779,-46.5372484,93.0
443,-23.5817161,-46.4152394,329.0
444,-23.5813836,-46.4920896,66.0
445,-23.581351,-46.393935,132.0
446,-23.5809996,-46.6842815,188.0
447,-23.5804918,-46.6931583,354.0
448,-23.5802573,-46.6834092,505.0
449,-23.5801065,-46.720886,423.0
450,-23.5796747,-46.7015104,627.0
451,-23.5795126,-46.5720433,263.0
452,-23.5793251,-46.7102626,398.0
453,-23.5788782,-46.6941078,162.0
454,-23.5788625,-46.662355,475.0
455,-23.578661,-46.6455268,332.0
456,-23.5784988,-46.7088893,170.0
457,-23.5784203,-46.645245,827.0
458,-23.5783267,-46.6664954,340.0
459,-23.5782668,-46.69444960000001,363.0
460,-23.5781011,-46.7021829,529.0
461,-23.5776186,-46.61030510000001,174.0
462,-23.577283,-46.62883300000001,18.0
463,-23.5771931,-46.60910459999999,453.0
464,-23.5770512,-46.6411569,852.0
465,-23.5769169,-46.6432205,1722.0
466,-23.5766138,-46.500846,198.0
467,-23.5764224,-46.7076636,308.0
468,-23.5759891,-46.7029149,143.0
469,-23.5756985,-46.7030048,441.0
470,-23.5755189,-46.6413215,808.0
471,-23.5754932,-46.6110617,265.0
472,-23.5754838,-46.5024468,205.0
473,-23.5748782,-46.68206970000001,1019.0
474,-23.5747064,-46.6079143,649.0
475,-23.574391,-46.3931267,349.0
476,-23.5741157,-46.64451079999999,240.0
477,-23.5739871,-46.7102879,424.1935483870968
478,-23.5738923,-46.6671251,566.0
479,-23.573615300000004,-46.7100261,985.0
480,-23.573301,-46.6983924,78.0
481,-23.5732319,-46.6984935,162.0
482,-23.572807,-46.70226780000001,1262.5806451612902
483,-23.5727121,-46.6079424,1858.0
484,-23.572613600000004,-46.7045413,149.0
485,-23.5726084,-46.5044544,299.0
486,-23.5725782,-46.7045018,4196.0
487,-23.5724408,-46.70516869999999,621.0
488,-23.572437,-46.70416710000001,85.0
489,-23.5723966,-46.66505979999999,342.0
490,-23.572376,-46.70538060000001,172.19354838709677
491,-23.5723584,-46.5059158,167.0
492,-23.5723312,-46.6986407,90.0
493,-23.5722959,-46.604344,93.0
494,-23.572184,-46.7010993,62.0
495,-23.5721786,-46.7009942,1886.0
496,-23.5720868,-46.7128951,140.0
497,-23.572032,-46.6998123,635.0
498,-23.5719378,-46.6628054,148.0
499,-23.5718525,-46.6975258,954.0
500,-23.5717322,-46.70847879999999,360.0
501,-23.5715618,-46.6983621,261.0
502,-23.5715512,-46.696141,205.0
503,-23.5715317,-46.7022495,276.0
504,-23.5715162,-46.6957335,635.0
505,-23.57149200000001,-46.6660141,85.0
506,-23.5714865,-46.7398797,91.0
507,-23.5714639,-46.6989907,658.0
508,-23.5714495,-46.7077558,2449.5806451612902
509,-23.5712427,-46.69910460000001,3038.0
510,-23.57107,-46.69101,72.0
511,-23.5710017,-46.709162,4895.0
512,-23.5709718,-46.69096939999999,167.0
513,-23.5708383,-46.70110469999999,391.0
514,-23.5706163,-46.6909158,86.0
515,-23.5703194,-46.711623,259.0
516,-23.5694294,-46.7013964,332.0
517,-23.5692895,-46.68757120000001,167.0
518,-23.5689122,-46.64086469999999,1461.0
519,-23.5686275,-46.68570820000001,71.0
520,-23.5685285,-46.60789120000001,257.0
521,-23.568506,-46.59863170000001,231.0
522,-23.5682305,-46.6076365,265.0
523,-23.568072,-46.6091904,172.0
524,-23.5679672,-46.7424889,452.0
525,-23.5679585,-46.6465188,57.0
526,-23.5678295,-46.6979814,182.0
527,-23.567708,-46.6490653,87.0
528,-23.56740060000001,-46.66800689999999,306.0
529,-23.5670542,-46.640897,159.0
530,-23.5664902,-46.7032336,173.0
531,-23.56635480000001,-46.5075864,118.0
532,-23.5662554,-46.684336,166.0
533,-23.5661065,-46.50772620000001,183.0
534,-23.5657324,-46.71179799999999,254.0
535,-23.565481100000003,-46.7023067,5721.58064516129
536,-23.5652689,-46.6796648,167.0
537,-23.5651888,-46.70094650000001,613.0
538,-23.5650894,-46.6060689,260.0
539,-23.5647449,-46.667136,158.0
540,-23.5646455,-46.6546818,167.0
541,-23.5641608,-46.6778872,1916.5806451612902
542,-23.5640343,-46.6645165,632.0
543,-23.56402210000001,-46.5491355,85.0
544,-23.5638924,-46.7491334,607.0
545,-23.5638523,-46.6362297,213.0
546,-23.5637309,-46.6117037,175.0
547,-23.5634913,-46.54947809999999,177.0
548,-23.5632233,-46.6120421,649.0
549,-23.5631722,-46.6122119,466.0
550,-23.5631111,-46.6303958,315.0
551,-23.56309610000001,-46.6562869,538.0
552,-23.5628046,-46.67459239999999,2906.0
553,-23.5626732,-46.60702970000001,322.0
554,-23.562252,-46.6560876,87.0
555,-23.5621621,-46.6389973,239.0
556,-23.5620575,-46.7044215,388.0
557,-23.5617929,-46.6580219,817.0
558,-23.56141400000001,-46.6558819,526.0
559,-23.5613055,-46.68776829999999,533.0
560,-23.5612461,-46.65778770000001,154.0
561,-23.560900600000004,-46.61268629999999,84.0
562,-23.5599017,-46.6601825,315.0
563,-23.5594941,-46.6310821,737.0
564,-23.5592539,-46.630871000000006,183.0
565,-23.558855,-46.51335,167.0
566,-23.5588189,-46.5690836,157.0
567,-23.5586635,-46.6293628,153.0
568,-23.5586221,-46.5137237,167.0
569,-23.5584907,-46.6234938,279.0
570,-23.5583053,-46.64153899999999,239.0
571,-23.558288600000004,-46.7115218,1219.0
572,-23.558188,-46.6288888,182.0
573,-23.5580037,-46.6289532,163.0
574,-23.5575611,-46.7109394,267.0
575,-23.5574174,-46.6002234,89.0
576,-23.5574014,-46.6378341,606.0
577,-23.5573938,-46.6183215,2105.0
578,-23.5571917,-46.6285664,2191.0
579,-23.55709,-46.7114872,525.0
580,-23.5568478,-46.533845,264.0
581,-23.5568285,-46.6296005,1986.223880597015
582,-23.5566408,-46.6510565,539.0
583,-23.5565299,-46.516571,634.0
584,-23.5565094,-46.44646059999999,329.0
585,-23.5564714,-46.6308708,817.0
586,-23.5564561,-46.6619089,537.0
587,-23.5563876,-46.6523551,167.0
588,-23.5562328,-46.62844570000001,895.0
589,-23.5560709,-46.6291905,1026.0
590,-23.5560658,-46.6285122,2562.0
591,-23.5560292,-46.6664783,1001.0
592,-23.5559142,-46.5774648,118.0
593,-23.5558264,-46.5170579,258.0
594,-23.5558033,-46.6675382,450.0
595,-23.5557717,-46.64948270000001,1634.8208955223881
596,-23.5557254,-46.6875306,182.0
597,-23.5556451,-46.6489311,65.0
598,-23.5556266,-46.64916210000001,86.0
599,-23.55562,-46.6490798,135.0
600,-23.5555434,-46.51777149999999,352.0
601,-23.555471,-46.645336,90.0
602,-23.5553996,-46.64961270000001,339.0
603,-23.5553807,-46.7377449,420.0
604,-23.5550741,-46.5590254,180.0
605,-23.5550119,-46.5171162,2323.0
606,-23.5548132,-46.70621060000001,508.0
607,-23.5543725,-46.70946370000001,256.0
608,-23.5542021,-46.7081671,361.0
609,-23.5541362,-46.7184776,92.0
610,-23.5541089,-46.42439829999999,159.0
611,-23.5540003,-46.6281125,250.0
612,-23.553779100000003,-46.48957070000001,256.0
613,-23.5537671,-46.70772150000001,362.0
614,-23.553051,-46.6561628,181.0
615,-23.5529706,-46.627598600000006,364.0
616,-23.5527902,-46.6113329,190.0
617,-23.55266,-46.636631,180.0
618,-23.5524145,-46.6470573,150.0
619,-23.5523718,-46.6369508,88.0
620,-23.5523344,-46.6097831,91.0
621,-23.5522476,-46.6217462,88.0
622,-23.5520792,-46.5985942,629.0
623,-23.552072,-46.5769369,884.0
624,-23.55202430000001,-46.5777714,1039.0
625,-23.5519604,-46.5261539,159.0
626,-23.5519499,-46.5779375,1947.0
627,-23.551488,-46.6000948,273.0
628,-23.5514031,-46.6469633,102.0
629,-23.5510883,-46.578305,91.0
630,-23.5510881,-46.7403109,169.0
631,-23.5507824,-46.5996521,263.0
632,-23.55075110000001,-46.6418465,166.0
633,-23.550572100000004,-46.64804119999999,78.0
634,-23.5505413,-46.6448026,254.0
635,-23.5505283,-46.6009579,182.0
636,-23.5505199,-46.63330939999999,6620.701492537313
637,-23.550503,-46.646139,180.0
638,-23.5505027,-46.644406,254.0
639,-23.5504512,-46.5354164,65.0
640,-23.5504292,-46.6381386,5078.032258064516
641,-23.5502757,-46.6393536,789.0
642,-23.5502562,-46.6380339,594.0
643,-23.5502516,-46.5232584,555.0
644,-23.5501844,-46.6365717,1391.0
645,-23.5501211,-46.40727829999999,132.0
646,-23.5500438,-46.63090510000001,153.0
647,-23.5500133,-46.60135229999999,511.0
648,-23.5499685,-46.6387338,498.0
649,-23.549848,-46.6368084,254.0
650,-23.54980560000001,-46.6304873,448.0
651,-23.5497557,-46.52471370000001,91.0
652,-23.5496615,-46.63093350000001,450.0
653,-23.5493106,-46.6381453,147.0
654,-23.5492334,-46.6442819,581.0
655,-23.5492156,-46.64075689999999,5595.0
656,-23.5488495,-46.6385844,1809.0
657,-23.54883,-46.63872,62.88059701492536
658,-23.5487082,-46.6386923,162.0
659,-23.5486134,-46.6386247,2892.0
660,-23.5484885,-46.63911820000001,167.0
661,-23.5484316,-46.64296909999999,1029.0
662,-23.5483872,-46.6432919,60.0
663,-23.54837160000001,-46.7331203,832.0
664,-23.5481286,-46.602582700000006,156.0
665,-23.5480634,-46.5261307,1906.8709677419356
666,-23.5479302,-46.6027783,428.0
667,-23.5479106,-46.6500531,288.0
668,-23.5478432,-46.6388302,725.0
669,-23.5477194,-46.56045870000001,582.0
670,-23.5476707,-46.6023316,4401.419354838709
671,-23.5476484,-46.5790292,423.0
672,-23.5475884,-46.63804920000001,1030.0
673,-23.5475738,-46.63803220000001,180.0
